epoc (ms),timestamp (+0100),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667849029565,2022-11-07T20.23.49.565,21.085,-0.214,-0.395,0.893
1667849029584,2022-11-07T20.23.49.584,21.104,-0.331,-0.186,0.986
1667849029604,2022-11-07T20.23.49.604,21.124,-0.175,-0.088,1.034
1667849029625,2022-11-07T20.23.49.625,21.145,-0.169,-0.090,0.883
1667849029644,2022-11-07T20.23.49.644,21.164,-0.225,-0.155,0.858
1667849029664,2022-11-07T20.23.49.664,21.184,-0.259,-0.350,0.992
1667849029683,2022-11-07T20.23.49.683,21.203,-0.182,-0.403,1.117
1667849029704,2022-11-07T20.23.49.704,21.224,-0.158,-0.466,1.130
1667849029723,2022-11-07T20.23.49.723,21.243,-0.170,-0.379,1.049
1667849029744,2022-11-07T20.23.49.744,21.264,-0.185,-0.289,1.060
1667849029763,2022-11-07T20.23.49.763,21.283,-0.107,-0.275,1.012
1667849029783,2022-11-07T20.23.49.783,21.303,-0.115,-0.141,1.016
1667849029804,2022-11-07T20.23.49.804,21.324,-0.144,-0.040,0.861
1667849029823,2022-11-07T20.23.49.823,21.343,-0.148,-0.240,0.564
1667849029843,2022-11-07T20.23.49.843,21.363,-0.150,-0.156,1.445
1667849029862,2022-11-07T20.23.49.862,21.382,-0.056,-0.240,0.976
1667849029883,2022-11-07T20.23.49.883,21.403,-0.144,-0.237,0.995
1667849029902,2022-11-07T20.23.49.902,21.422,-0.169,-0.158,0.950
1667849029922,2022-11-07T20.23.49.922,21.442,-0.168,-0.221,0.886
1667849029941,2022-11-07T20.23.49.941,21.461,-0.160,-0.389,1.085
1667849029962,2022-11-07T20.23.49.962,21.482,-0.216,-0.445,1.070
1667849029982,2022-11-07T20.23.49.982,21.502,-0.247,-0.349,0.889
1667849030001,2022-11-07T20.23.50.001,21.521,-0.292,-0.139,0.904
1667849030022,2022-11-07T20.23.50.022,21.542,-0.321,-0.128,0.774
1667849030041,2022-11-07T20.23.50.041,21.561,-0.197,-0.322,0.860
1667849030061,2022-11-07T20.23.50.061,21.581,-0.252,-0.275,0.942
1667849030080,2022-11-07T20.23.50.080,21.600,-0.128,-0.120,1.008
1667849030101,2022-11-07T20.23.50.101,21.621,-0.084,-0.124,0.930
1667849030120,2022-11-07T20.23.50.120,21.640,-0.018,-0.364,0.940
1667849030140,2022-11-07T20.23.50.140,21.660,-0.076,-0.509,0.862
1667849030161,2022-11-07T20.23.50.161,21.681,-0.174,-0.280,0.995
1667849030180,2022-11-07T20.23.50.180,21.700,-0.043,0.216,1.398
1667849030201,2022-11-07T20.23.50.201,21.721,0.003,-0.088,1.001
1667849030220,2022-11-07T20.23.50.220,21.740,-0.241,-0.340,0.833
1667849030240,2022-11-07T20.23.50.240,21.760,-0.134,-0.380,0.927
1667849030259,2022-11-07T20.23.50.259,21.779,-0.022,-0.294,0.989
1667849030280,2022-11-07T20.23.50.280,21.800,-0.333,0.039,1.009
1667849030299,2022-11-07T20.23.50.299,21.819,-0.206,-0.100,1.102
1667849030319,2022-11-07T20.23.50.319,21.839,-0.120,-0.261,1.011
1667849030340,2022-11-07T20.23.50.340,21.860,-0.157,-0.288,0.910
1667849030359,2022-11-07T20.23.50.359,21.879,-0.150,-0.344,0.819
1667849030379,2022-11-07T20.23.50.379,21.899,-0.121,-0.188,1.026
1667849030398,2022-11-07T20.23.50.398,21.918,-0.084,0.096,1.265
1667849030419,2022-11-07T20.23.50.419,21.939,-0.099,-0.162,0.983
1667849030438,2022-11-07T20.23.50.438,21.958,-0.123,-0.346,0.875
1667849030458,2022-11-07T20.23.50.458,21.978,-0.125,-0.287,0.887
1667849030477,2022-11-07T20.23.50.477,21.997,-0.115,-0.258,0.940
1667849030498,2022-11-07T20.23.50.498,22.018,-0.095,-0.109,1.108
1667849030517,2022-11-07T20.23.50.517,22.037,-0.087,-0.155,1.062
1667849030537,2022-11-07T20.23.50.537,22.057,-0.098,-0.186,0.925
1667849030558,2022-11-07T20.23.50.558,22.078,-0.091,-0.107,0.924
1667849030577,2022-11-07T20.23.50.577,22.097,-0.078,-0.138,1.038
1667849030598,2022-11-07T20.23.50.598,22.118,-0.084,-0.178,1.019
1667849030617,2022-11-07T20.23.50.617,22.137,-0.088,-0.191,0.967
1667849030637,2022-11-07T20.23.50.637,22.157,-0.081,-0.194,1.008
1667849030656,2022-11-07T20.23.50.656,22.176,-0.077,-0.150,0.998
1667849030677,2022-11-07T20.23.50.677,22.197,-0.089,-0.163,1.004
1667849030696,2022-11-07T20.23.50.696,22.216,-0.083,-0.145,1.048
1667849030716,2022-11-07T20.23.50.716,22.236,-0.083,-0.160,0.933
1667849030737,2022-11-07T20.23.50.737,22.257,-0.085,-0.187,0.930
1667849030756,2022-11-07T20.23.50.756,22.276,-0.069,-0.134,1.011
1667849030776,2022-11-07T20.23.50.776,22.296,-0.066,-0.144,0.975
1667849030795,2022-11-07T20.23.50.795,22.315,-0.066,-0.226,0.971
1667849030816,2022-11-07T20.23.50.816,22.336,-0.058,-0.192,0.918
1667849030835,2022-11-07T20.23.50.835,22.355,-0.016,-0.148,1.042
1667849030855,2022-11-07T20.23.50.855,22.375,-0.025,-0.163,0.949
1667849030874,2022-11-07T20.23.50.874,22.394,0.018,-0.104,1.160
1667849030895,2022-11-07T20.23.50.895,22.415,0.010,-0.113,1.098
1667849030915,2022-11-07T20.23.50.915,22.435,-0.016,-0.156,0.947
1667849030934,2022-11-07T20.23.50.934,22.454,0.000,-0.184,1.020
1667849030955,2022-11-07T20.23.50.955,22.475,-0.002,-0.120,1.018
1667849030974,2022-11-07T20.23.50.974,22.494,-0.001,-0.080,1.001
1667849030994,2022-11-07T20.23.50.994,22.514,0.000,-0.149,1.026
1667849031014,2022-11-07T20.23.51.014,22.534,0.000,-0.150,1.061
1667849031034,2022-11-07T20.23.51.034,22.554,-0.001,-0.119,1.062
1667849031053,2022-11-07T20.23.51.053,22.573,-0.013,-0.128,0.985
1667849031074,2022-11-07T20.23.51.074,22.594,-0.047,-0.231,0.811
1667849031094,2022-11-07T20.23.51.094,22.614,-0.008,-0.117,1.072
1667849031113,2022-11-07T20.23.51.113,22.633,-0.010,-0.006,0.981
1667849031134,2022-11-07T20.23.51.134,22.654,-0.015,-0.081,1.034
1667849031153,2022-11-07T20.23.51.153,22.673,-0.020,-0.227,0.980
1667849031173,2022-11-07T20.23.51.173,22.693,-0.049,-0.130,0.881
1667849031192,2022-11-07T20.23.51.192,22.712,0.011,-0.128,0.952
1667849031213,2022-11-07T20.23.51.213,22.733,0.023,-0.125,1.249
1667849031232,2022-11-07T20.23.51.232,22.752,-0.026,-0.131,0.901
1667849031252,2022-11-07T20.23.51.252,22.772,-0.008,-0.119,1.011
1667849031271,2022-11-07T20.23.51.271,22.791,-0.009,-0.122,1.004
1667849031292,2022-11-07T20.23.51.292,22.812,-0.010,-0.122,0.999
1667849031312,2022-11-07T20.23.51.312,22.832,-0.011,-0.121,1.003
1667849031331,2022-11-07T20.23.51.331,22.851,-0.010,-0.122,1.000
1667849031352,2022-11-07T20.23.51.352,22.872,-0.011,-0.122,1.001
1667849031371,2022-11-07T20.23.51.371,22.891,-0.011,-0.122,1.004
1667849031391,2022-11-07T20.23.51.391,22.911,-0.010,-0.122,1.001
1667849031411,2022-11-07T20.23.51.411,22.931,-0.010,-0.121,1.000
1667849031431,2022-11-07T20.23.51.431,22.951,-0.009,-0.121,1.002
1667849031450,2022-11-07T20.23.51.450,22.970,-0.009,-0.123,1.000
1667849031471,2022-11-07T20.23.51.471,22.991,-0.011,-0.122,1.002
1667849031491,2022-11-07T20.23.51.491,23.011,-0.011,-0.122,1.004
1667849031510,2022-11-07T20.23.51.510,23.030,-0.011,-0.123,1.001
1667849031531,2022-11-07T20.23.51.531,23.051,-0.009,-0.122,1.001
1667849031550,2022-11-07T20.23.51.550,23.070,-0.012,-0.122,1.003
1667849031570,2022-11-07T20.23.51.570,23.090,-0.010,-0.122,1.001
1667849031589,2022-11-07T20.23.51.589,23.109,-0.009,-0.121,1.000
1667849031610,2022-11-07T20.23.51.610,23.130,-0.010,-0.122,1.001
1667849031629,2022-11-07T20.23.51.629,23.149,-0.009,-0.123,1.003
1667849031649,2022-11-07T20.23.51.649,23.169,-0.010,-0.121,1.001
1667849031670,2022-11-07T20.23.51.670,23.190,-0.010,-0.122,1.002
1667849031689,2022-11-07T20.23.51.689,23.209,-0.009,-0.123,1.000
1667849031709,2022-11-07T20.23.51.709,23.229,-0.009,-0.123,1.002
1667849031728,2022-11-07T20.23.51.728,23.248,-0.011,-0.122,1.003
1667849031749,2022-11-07T20.23.51.749,23.269,-0.009,-0.122,1.001
1667849031768,2022-11-07T20.23.51.768,23.288,-0.011,-0.122,1.000
1667849031788,2022-11-07T20.23.51.788,23.308,-0.012,-0.121,1.003
1667849031807,2022-11-07T20.23.51.807,23.327,-0.008,-0.122,1.000
1667849031828,2022-11-07T20.23.51.828,23.348,-0.009,-0.122,1.001
1667849031848,2022-11-07T20.23.51.848,23.368,-0.010,-0.121,1.002
1667849031868,2022-11-07T20.23.51.868,23.388,-0.010,-0.121,1.001
1667849031888,2022-11-07T20.23.51.888,23.408,-0.008,-0.122,1.000
1667849031907,2022-11-07T20.23.51.907,23.427,-0.011,-0.123,1.001
1667849031928,2022-11-07T20.23.51.928,23.448,-0.011,-0.122,1.002
1667849031947,2022-11-07T20.23.51.947,23.467,-0.010,-0.122,1.002
1667849031967,2022-11-07T20.23.51.967,23.487,-0.010,-0.122,1.003
1667849031986,2022-11-07T20.23.51.986,23.506,-0.011,-0.122,1.001
1667849032007,2022-11-07T20.23.52.007,23.527,-0.010,-0.121,1.002
1667849032027,2022-11-07T20.23.52.027,23.547,-0.008,-0.121,1.002
1667849032046,2022-11-07T20.23.52.046,23.566,-0.012,-0.121,1.000
1667849032067,2022-11-07T20.23.52.067,23.587,-0.010,-0.121,1.001
1667849032086,2022-11-07T20.23.52.086,23.606,-0.010,-0.122,1.000
1667849032106,2022-11-07T20.23.52.106,23.626,-0.010,-0.121,1.001
1667849032125,2022-11-07T20.23.52.125,23.645,-0.009,-0.122,1.001
1667849032146,2022-11-07T20.23.52.146,23.666,-0.009,-0.122,1.001
1667849032165,2022-11-07T20.23.52.165,23.685,-0.010,-0.121,1.000
1667849032185,2022-11-07T20.23.52.185,23.705,-0.011,-0.122,1.000
1667849032206,2022-11-07T20.23.52.206,23.726,-0.009,-0.121,1.001
1667849032225,2022-11-07T20.23.52.225,23.745,-0.009,-0.120,1.001
1667849032245,2022-11-07T20.23.52.245,23.765,-0.010,-0.121,1.001
1667849032265,2022-11-07T20.23.52.265,23.785,-0.010,-0.122,1.001
1667849032285,2022-11-07T20.23.52.285,23.805,-0.012,-0.122,1.002
1667849032304,2022-11-07T20.23.52.304,23.824,-0.010,-0.122,1.004
1667849032325,2022-11-07T20.23.52.325,23.845,-0.011,-0.122,1.001
1667849032344,2022-11-07T20.23.52.344,23.864,-0.013,-0.121,1.003
1667849032364,2022-11-07T20.23.52.364,23.884,-0.010,-0.122,1.001
1667849032383,2022-11-07T20.23.52.383,23.903,-0.010,-0.122,1.002
1667849032404,2022-11-07T20.23.52.404,23.924,-0.011,-0.121,1.001
1667849032424,2022-11-07T20.23.52.424,23.944,-0.009,-0.122,1.001
1667849032443,2022-11-07T20.23.52.443,23.963,-0.010,-0.121,1.001
1667849032464,2022-11-07T20.23.52.464,23.984,-0.010,-0.120,1.002
1667849032483,2022-11-07T20.23.52.483,24.003,-0.009,-0.122,1.000
1667849032503,2022-11-07T20.23.52.503,24.023,-0.009,-0.122,1.000
1667849032522,2022-11-07T20.23.52.522,24.042,-0.009,-0.122,1.002
1667849032543,2022-11-07T20.23.52.543,24.063,-0.010,-0.121,1.002
1667849032562,2022-11-07T20.23.52.562,24.082,-0.010,-0.122,1.001
1667849032582,2022-11-07T20.23.52.582,24.102,-0.010,-0.122,1.001
1667849032603,2022-11-07T20.23.52.603,24.123,-0.008,-0.122,1.001
1667849032622,2022-11-07T20.23.52.622,24.142,-0.009,-0.122,1.001
1667849032642,2022-11-07T20.23.52.642,24.162,-0.009,-0.122,1.001
1667849032661,2022-11-07T20.23.52.661,24.181,-0.011,-0.120,1.000
1667849032682,2022-11-07T20.23.52.682,24.202,-0.011,-0.122,1.001
1667849032701,2022-11-07T20.23.52.701,24.221,-0.012,-0.121,1.001
1667849032722,2022-11-07T20.23.52.722,24.242,-0.011,-0.121,1.001
1667849032741,2022-11-07T20.23.52.741,24.261,-0.011,-0.123,1.001
1667849032761,2022-11-07T20.23.52.761,24.281,-0.009,-0.122,1.003
1667849032782,2022-11-07T20.23.52.782,24.302,-0.011,-0.121,1.002
1667849032801,2022-11-07T20.23.52.801,24.321,-0.011,-0.122,1.001
1667849032821,2022-11-07T20.23.52.821,24.341,-0.010,-0.122,1.001
1667849032840,2022-11-07T20.23.52.840,24.360,-0.009,-0.122,1.001
1667849032861,2022-11-07T20.23.52.861,24.381,-0.010,-0.122,1.000
1667849032880,2022-11-07T20.23.52.880,24.400,-0.010,-0.122,1.002
1667849032900,2022-11-07T20.23.52.900,24.420,-0.011,-0.122,1.002
1667849032919,2022-11-07T20.23.52.919,24.439,-0.010,-0.122,1.001
1667849032940,2022-11-07T20.23.52.940,24.460,-0.010,-0.122,1.000
1667849032960,2022-11-07T20.23.52.960,24.480,-0.010,-0.121,1.000
1667849032979,2022-11-07T20.23.52.979,24.499,-0.009,-0.122,1.000
1667849033000,2022-11-07T20.23.53.000,24.520,-0.010,-0.121,1.001
1667849033019,2022-11-07T20.23.53.019,24.539,-0.012,-0.122,1.002
1667849033039,2022-11-07T20.23.53.039,24.559,-0.010,-0.123,1.003
1667849033058,2022-11-07T20.23.53.058,24.578,-0.008,-0.122,1.001
1667849033079,2022-11-07T20.23.53.079,24.599,-0.010,-0.123,1.001
1667849033098,2022-11-07T20.23.53.098,24.618,-0.011,-0.122,1.000
1667849033119,2022-11-07T20.23.53.119,24.639,-0.010,-0.121,1.000
1667849033139,2022-11-07T20.23.53.139,24.659,-0.008,-0.122,1.000
1667849033158,2022-11-07T20.23.53.158,24.678,-0.009,-0.122,1.000
1667849033179,2022-11-07T20.23.53.179,24.699,-0.011,-0.122,1.003
1667849033198,2022-11-07T20.23.53.198,24.718,-0.011,-0.121,1.000
1667849033218,2022-11-07T20.23.53.218,24.738,-0.010,-0.122,1.000
1667849033237,2022-11-07T20.23.53.237,24.757,-0.008,-0.122,1.001
1667849033258,2022-11-07T20.23.53.258,24.778,-0.010,-0.121,1.001
1667849033277,2022-11-07T20.23.53.277,24.797,-0.010,-0.122,1.000
1667849033297,2022-11-07T20.23.53.297,24.817,-0.011,-0.122,1.001
1667849033316,2022-11-07T20.23.53.316,24.836,-0.012,-0.121,1.001
1667849033337,2022-11-07T20.23.53.337,24.857,-0.010,-0.121,1.001
1667849033357,2022-11-07T20.23.53.357,24.877,-0.012,-0.123,0.999
1667849033376,2022-11-07T20.23.53.376,24.896,-0.011,-0.120,1.001
1667849033397,2022-11-07T20.23.53.397,24.917,-0.011,-0.123,1.001
1667849033416,2022-11-07T20.23.53.416,24.936,-0.011,-0.121,1.002
1667849033436,2022-11-07T20.23.53.436,24.956,-0.011,-0.120,1.001
1667849033455,2022-11-07T20.23.53.455,24.975,-0.010,-0.121,1.001
1667849033476,2022-11-07T20.23.53.476,24.996,-0.009,-0.121,1.002
1667849033495,2022-11-07T20.23.53.495,25.015,-0.009,-0.121,1.002
1667849033515,2022-11-07T20.23.53.515,25.035,-0.011,-0.122,1.001
1667849033536,2022-11-07T20.23.53.536,25.056,-0.012,-0.120,1.001
1667849033555,2022-11-07T20.23.53.555,25.075,-0.009,-0.122,1.001
1667849033576,2022-11-07T20.23.53.576,25.096,-0.010,-0.123,1.001
1667849033595,2022-11-07T20.23.53.595,25.115,-0.010,-0.122,1.000
1667849033615,2022-11-07T20.23.53.615,25.135,-0.010,-0.121,1.001
1667849033634,2022-11-07T20.23.53.634,25.154,-0.011,-0.121,1.003
1667849033655,2022-11-07T20.23.53.655,25.175,-0.009,-0.121,1.001
1667849033674,2022-11-07T20.23.53.674,25.194,-0.010,-0.120,1.001
1667849033694,2022-11-07T20.23.53.694,25.214,-0.010,-0.120,1.002
1667849033715,2022-11-07T20.23.53.715,25.235,-0.009,-0.123,1.002
1667849033734,2022-11-07T20.23.53.734,25.254,-0.009,-0.122,1.001
1667849033754,2022-11-07T20.23.53.754,25.274,-0.011,-0.121,1.002
1667849033773,2022-11-07T20.23.53.773,25.293,-0.012,-0.124,1.001
1667849033794,2022-11-07T20.23.53.794,25.314,-0.010,-0.122,1.004
1667849033813,2022-11-07T20.23.53.813,25.333,-0.012,-0.121,1.003
1667849033833,2022-11-07T20.23.53.833,25.353,-0.013,-0.121,1.002
1667849033852,2022-11-07T20.23.53.852,25.372,-0.012,-0.122,1.001
1667849033873,2022-11-07T20.23.53.873,25.393,-0.010,-0.122,1.001
1667849033892,2022-11-07T20.23.53.892,25.412,-0.011,-0.120,1.001
1667849033912,2022-11-07T20.23.53.912,25.432,-0.010,-0.121,1.000
1667849033933,2022-11-07T20.23.53.933,25.453,-0.012,-0.122,1.001
1667849033952,2022-11-07T20.23.53.952,25.472,-0.011,-0.122,1.000
1667849033973,2022-11-07T20.23.53.973,25.493,-0.011,-0.122,1.000
1667849033992,2022-11-07T20.23.53.992,25.512,-0.012,-0.122,1.002
1667849034012,2022-11-07T20.23.54.012,25.532,-0.010,-0.122,1.001
1667849034031,2022-11-07T20.23.54.031,25.551,-0.012,-0.122,1.002
1667849034052,2022-11-07T20.23.54.052,25.572,-0.011,-0.122,1.002
1667849034071,2022-11-07T20.23.54.071,25.591,-0.011,-0.123,1.002
1667849034091,2022-11-07T20.23.54.091,25.611,-0.010,-0.123,1.001
1667849034112,2022-11-07T20.23.54.112,25.632,-0.011,-0.121,0.999
1667849034131,2022-11-07T20.23.54.131,25.651,-0.009,-0.122,1.000
1667849034151,2022-11-07T20.23.54.151,25.671,-0.010,-0.122,1.001
1667849034170,2022-11-07T20.23.54.170,25.690,-0.011,-0.122,1.002
1667849034191,2022-11-07T20.23.54.191,25.711,-0.011,-0.122,1.002
1667849034210,2022-11-07T20.23.54.210,25.730,-0.009,-0.120,1.001
1667849034230,2022-11-07T20.23.54.230,25.750,-0.010,-0.120,1.001
1667849034249,2022-11-07T20.23.54.249,25.769,-0.010,-0.122,1.001
1667849034270,2022-11-07T20.23.54.270,25.790,-0.010,-0.122,1.003
1667849034290,2022-11-07T20.23.54.290,25.810,-0.009,-0.121,1.001
1667849034309,2022-11-07T20.23.54.309,25.829,-0.011,-0.122,1.000
1667849034330,2022-11-07T20.23.54.330,25.850,-0.010,-0.121,1.002
1667849034349,2022-11-07T20.23.54.349,25.869,-0.009,-0.122,1.001
1667849034369,2022-11-07T20.23.54.369,25.889,-0.010,-0.121,1.002
1667849034389,2022-11-07T20.23.54.389,25.909,-0.011,-0.122,1.002
1667849034409,2022-11-07T20.23.54.409,25.929,-0.011,-0.121,1.002
1667849034428,2022-11-07T20.23.54.428,25.948,-0.010,-0.122,1.001
1667849034449,2022-11-07T20.23.54.449,25.969,-0.010,-0.121,1.000
1667849034469,2022-11-07T20.23.54.469,25.989,-0.009,-0.122,1.001
1667849034488,2022-11-07T20.23.54.488,26.008,-0.011,-0.122,1.002
1667849034509,2022-11-07T20.23.54.509,26.029,-0.012,-0.121,1.004
1667849034528,2022-11-07T20.23.54.528,26.048,-0.012,-0.120,1.001
1667849034548,2022-11-07T20.23.54.548,26.068,-0.009,-0.121,1.000
1667849034567,2022-11-07T20.23.54.567,26.087,-0.010,-0.120,1.002
1667849034588,2022-11-07T20.23.54.588,26.108,-0.010,-0.120,1.002
1667849034607,2022-11-07T20.23.54.607,26.127,-0.010,-0.120,1.001
1667849034627,2022-11-07T20.23.54.627,26.147,-0.012,-0.122,1.002
1667849034648,2022-11-07T20.23.54.648,26.168,-0.010,-0.121,1.001
1667849034667,2022-11-07T20.23.54.667,26.187,-0.011,-0.121,1.002
1667849034687,2022-11-07T20.23.54.687,26.207,-0.010,-0.119,1.001
1667849034706,2022-11-07T20.23.54.706,26.226,-0.011,-0.121,1.000
1667849034727,2022-11-07T20.23.54.727,26.247,-0.011,-0.122,1.002
1667849034746,2022-11-07T20.23.54.746,26.266,-0.009,-0.122,1.000
1667849034766,2022-11-07T20.23.54.766,26.286,-0.011,-0.122,1.003
1667849034786,2022-11-07T20.23.54.786,26.306,-0.011,-0.122,1.003
1667849034806,2022-11-07T20.23.54.806,26.326,-0.010,-0.120,1.001
1667849034827,2022-11-07T20.23.54.827,26.347,-0.012,-0.122,1.003
1667849034846,2022-11-07T20.23.54.846,26.366,-0.010,-0.121,1.002
1667849034866,2022-11-07T20.23.54.866,26.386,-0.009,-0.120,1.000
1667849034885,2022-11-07T20.23.54.885,26.405,-0.009,-0.121,1.001
1667849034906,2022-11-07T20.23.54.906,26.426,-0.011,-0.121,1.002
1667849034925,2022-11-07T20.23.54.925,26.445,-0.009,-0.122,1.002
1667849034945,2022-11-07T20.23.54.945,26.465,-0.010,-0.121,1.001
1667849034964,2022-11-07T20.23.54.964,26.484,-0.010,-0.121,1.001
1667849034985,2022-11-07T20.23.54.985,26.505,-0.010,-0.121,1.001
1667849035005,2022-11-07T20.23.55.005,26.525,-0.009,-0.122,0.999
1667849035024,2022-11-07T20.23.55.024,26.544,-0.009,-0.121,1.002
1667849035045,2022-11-07T20.23.55.045,26.565,-0.011,-0.121,1.000
1667849035064,2022-11-07T20.23.55.064,26.584,-0.009,-0.120,1.002
1667849035084,2022-11-07T20.23.55.084,26.604,-0.010,-0.120,1.002
1667849035103,2022-11-07T20.23.55.103,26.623,-0.009,-0.121,1.002
1667849035124,2022-11-07T20.23.55.124,26.644,-0.011,-0.120,1.002
1667849035143,2022-11-07T20.23.55.143,26.663,-0.012,-0.122,1.001
1667849035163,2022-11-07T20.23.55.163,26.683,-0.011,-0.119,1.001
1667849035184,2022-11-07T20.23.55.184,26.704,-0.011,-0.122,1.002
1667849035203,2022-11-07T20.23.55.203,26.723,-0.010,-0.122,1.001
1667849035223,2022-11-07T20.23.55.223,26.743,-0.010,-0.121,1.002
1667849035243,2022-11-07T20.23.55.243,26.763,-0.012,-0.119,1.000
1667849035263,2022-11-07T20.23.55.263,26.783,-0.011,-0.120,1.000
1667849035282,2022-11-07T20.23.55.282,26.802,-0.011,-0.122,1.001
1667849035303,2022-11-07T20.23.55.303,26.823,-0.012,-0.121,1.002
1667849035322,2022-11-07T20.23.55.322,26.842,-0.010,-0.120,1.002
1667849035342,2022-11-07T20.23.55.342,26.862,-0.012,-0.122,1.002
1667849035363,2022-11-07T20.23.55.363,26.883,-0.011,-0.121,1.002
1667849035382,2022-11-07T20.23.55.382,26.902,-0.010,-0.121,1.002
1667849035402,2022-11-07T20.23.55.402,26.922,-0.009,-0.121,1.001
1667849035421,2022-11-07T20.23.55.421,26.941,-0.010,-0.121,1.002
1667849035442,2022-11-07T20.23.55.442,26.962,-0.011,-0.121,1.001
1667849035461,2022-11-07T20.23.55.461,26.981,-0.010,-0.122,1.000
1667849035481,2022-11-07T20.23.55.481,27.001,-0.010,-0.123,1.001
1667849035500,2022-11-07T20.23.55.500,27.020,-0.009,-0.122,1.002
1667849035521,2022-11-07T20.23.55.521,27.041,-0.011,-0.121,1.001
1667849035540,2022-11-07T20.23.55.540,27.060,-0.010,-0.122,1.002
1667849035560,2022-11-07T20.23.55.560,27.080,-0.010,-0.122,1.002
1667849035581,2022-11-07T20.23.55.581,27.101,-0.009,-0.120,1.002
1667849035600,2022-11-07T20.23.55.600,27.120,-0.010,-0.122,1.001
1667849035620,2022-11-07T20.23.55.620,27.140,-0.011,-0.122,1.001
1667849035640,2022-11-07T20.23.55.640,27.160,-0.011,-0.121,1.003
1667849035660,2022-11-07T20.23.55.660,27.180,-0.010,-0.121,1.001
1667849035679,2022-11-07T20.23.55.679,27.199,-0.011,-0.121,1.000
1667849035700,2022-11-07T20.23.55.700,27.220,-0.011,-0.120,1.002
1667849035719,2022-11-07T20.23.55.719,27.239,-0.010,-0.120,1.000
1667849035739,2022-11-07T20.23.55.739,27.259,-0.010,-0.121,1.001
1667849035760,2022-11-07T20.23.55.760,27.280,-0.009,-0.121,1.001
1667849035779,2022-11-07T20.23.55.779,27.299,-0.009,-0.120,1.001
1667849035799,2022-11-07T20.23.55.799,27.319,-0.010,-0.121,1.001
1667849035818,2022-11-07T20.23.55.818,27.338,-0.011,-0.120,1.003
1667849035839,2022-11-07T20.23.55.839,27.359,-0.011,-0.122,1.001
1667849035858,2022-11-07T20.23.55.858,27.378,-0.010,-0.121,1.001
1667849035878,2022-11-07T20.23.55.878,27.398,-0.009,-0.120,0.999
1667849035897,2022-11-07T20.23.55.897,27.417,-0.012,-0.122,1.000
1667849035918,2022-11-07T20.23.55.918,27.438,-0.011,-0.121,1.000
1667849035938,2022-11-07T20.23.55.938,27.458,-0.009,-0.121,0.999
1667849035957,2022-11-07T20.23.55.957,27.477,-0.009,-0.121,1.000
1667849035978,2022-11-07T20.23.55.978,27.498,-0.008,-0.121,0.999
1667849035997,2022-11-07T20.23.55.997,27.517,-0.009,-0.122,1.002
1667849036017,2022-11-07T20.23.56.017,27.537,-0.011,-0.121,1.002
1667849036036,2022-11-07T20.23.56.036,27.556,-0.010,-0.121,1.000
1667849036057,2022-11-07T20.23.56.057,27.577,-0.010,-0.122,1.002
1667849036076,2022-11-07T20.23.56.076,27.596,-0.010,-0.122,1.003
1667849036097,2022-11-07T20.23.56.097,27.617,-0.009,-0.120,1.001
1667849036117,2022-11-07T20.23.56.117,27.637,-0.009,-0.119,1.002
1667849036136,2022-11-07T20.23.56.136,27.656,-0.011,-0.122,1.003
1667849036157,2022-11-07T20.23.56.157,27.677,-0.011,-0.122,1.002
1667849036176,2022-11-07T20.23.56.176,27.696,-0.010,-0.121,1.001
1667849036196,2022-11-07T20.23.56.196,27.716,-0.011,-0.121,1.000
1667849036215,2022-11-07T20.23.56.215,27.735,-0.011,-0.121,1.001
