epoc (ms),timestamp (+0100),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667849015726,2022-11-07T20.23.35.726,7.246,18.841,0.427,-0.427
1667849015747,2022-11-07T20.23.35.747,7.267,25.427,-11.890,11.280
1667849015766,2022-11-07T20.23.35.766,7.286,21.402,-24.451,4.817
1667849015786,2022-11-07T20.23.35.786,7.306,15.305,-17.622,-7.744
1667849015806,2022-11-07T20.23.35.806,7.326,19.756,2.744,-5.488
1667849015826,2022-11-07T20.23.35.826,7.346,28.780,10.488,23.598
1667849015845,2022-11-07T20.23.35.845,7.365,28.598,2.622,32.561
1667849015866,2022-11-07T20.23.35.866,7.386,19.634,-4.817,10.061
1667849015885,2022-11-07T20.23.35.885,7.405,-8.780,-5.793,6.159
1667849015905,2022-11-07T20.23.35.905,7.425,-23.537,-11.707,6.463
1667849015926,2022-11-07T20.23.35.926,7.446,5.488,-17.683,-7.805
1667849015945,2022-11-07T20.23.35.945,7.465,18.841,-10.183,-7.073
1667849015965,2022-11-07T20.23.35.965,7.485,20.671,-1.890,-6.037
1667849015984,2022-11-07T20.23.35.984,7.504,17.866,8.354,-7.805
1667849016005,2022-11-07T20.23.36.005,7.525,-0.915,8.415,11.159
1667849016024,2022-11-07T20.23.36.024,7.544,-21.585,-17.561,12.927
1667849016044,2022-11-07T20.23.36.044,7.564,-21.524,-44.817,11.098
1667849016063,2022-11-07T20.23.36.063,7.583,-16.098,-37.683,11.768
1667849016084,2022-11-07T20.23.36.084,7.604,-8.841,-4.573,4.756
1667849016103,2022-11-07T20.23.36.103,7.623,5.122,18.354,2.500
1667849016123,2022-11-07T20.23.36.123,7.643,4.390,23.720,-0.793
1667849016144,2022-11-07T20.23.36.144,7.664,-0.854,15.915,-7.195
1667849016163,2022-11-07T20.23.36.163,7.683,-5.915,-1.829,7.744
1667849016183,2022-11-07T20.23.36.183,7.703,-27.012,-14.695,22.988
1667849016202,2022-11-07T20.23.36.202,7.722,-35.122,-21.646,4.573
1667849016223,2022-11-07T20.23.36.223,7.743,-20.915,-25.305,-9.268
1667849016242,2022-11-07T20.23.36.242,7.762,-1.646,-12.561,0.610
1667849016263,2022-11-07T20.23.36.263,7.783,3.476,13.171,14.878
1667849016282,2022-11-07T20.23.36.282,7.802,-7.439,24.878,-3.293
1667849016302,2022-11-07T20.23.36.302,7.822,-11.585,5.549,-14.024
1667849016323,2022-11-07T20.23.36.323,7.843,-13.780,-15.854,2.683
1667849016342,2022-11-07T20.23.36.342,7.862,-7.988,-9.207,-4.817
1667849016362,2022-11-07T20.23.36.362,7.882,9.085,9.146,-18.902
1667849016381,2022-11-07T20.23.36.381,7.901,13.110,14.573,0.427
1667849016402,2022-11-07T20.23.36.402,7.922,-2.988,8.110,3.963
1667849016421,2022-11-07T20.23.36.421,7.941,-13.415,-6.280,-13.049
1667849016441,2022-11-07T20.23.36.441,7.961,-14.024,-21.707,-8.110
1667849016460,2022-11-07T20.23.36.460,7.980,-6.037,-19.085,0.976
1667849016481,2022-11-07T20.23.36.481,8.001,4.451,8.720,-8.963
1667849016501,2022-11-07T20.23.36.501,8.021,16.951,34.024,-14.451
1667849016520,2022-11-07T20.23.36.520,8.040,17.683,33.293,-5.976
1667849016541,2022-11-07T20.23.36.541,8.061,10.183,10.610,8.049
1667849016560,2022-11-07T20.23.36.560,8.080,-3.415,-8.415,9.939
1667849016580,2022-11-07T20.23.36.580,8.100,-13.780,-14.939,-10.000
1667849016599,2022-11-07T20.23.36.599,8.119,-15.488,-16.890,-9.939
1667849016620,2022-11-07T20.23.36.620,8.140,-4.939,-8.780,10.061
1667849016639,2022-11-07T20.23.36.639,8.159,5.671,8.659,6.951
1667849016660,2022-11-07T20.23.36.660,8.180,8.537,18.110,-6.159
1667849016680,2022-11-07T20.23.36.680,8.200,11.463,11.037,-6.768
1667849016699,2022-11-07T20.23.36.699,8.219,7.988,-0.305,2.439
1667849016720,2022-11-07T20.23.36.720,8.240,1.280,-6.280,9.634
1667849016739,2022-11-07T20.23.36.739,8.259,-0.976,-3.415,-6.159
1667849016759,2022-11-07T20.23.36.759,8.279,2.988,1.280,-19.268
1667849016778,2022-11-07T20.23.36.778,8.298,6.220,0.854,-1.341
1667849016799,2022-11-07T20.23.36.799,8.319,-0.183,-0.061,15.549
1667849016818,2022-11-07T20.23.36.818,8.338,-9.268,-1.768,7.683
1667849016838,2022-11-07T20.23.36.838,8.358,-5.366,1.341,-1.280
1667849016857,2022-11-07T20.23.36.857,8.377,-1.951,9.817,-1.524
1667849016878,2022-11-07T20.23.36.878,8.398,1.402,15.427,-0.610
1667849016898,2022-11-07T20.23.36.898,8.418,10.610,16.280,8.841
1667849016917,2022-11-07T20.23.36.917,8.437,5.488,12.683,18.659
1667849016938,2022-11-07T20.23.36.938,8.458,-6.159,9.939,5.305
1667849016957,2022-11-07T20.23.36.957,8.477,-12.134,5.549,-10.854
1667849016977,2022-11-07T20.23.36.977,8.497,-14.573,-2.378,0.244
1667849016996,2022-11-07T20.23.36.996,8.516,-11.585,-3.293,9.024
1667849017017,2022-11-07T20.23.37.017,8.537,-2.927,4.451,1.890
1667849017036,2022-11-07T20.23.37.036,8.556,4.512,10.732,5.122
1667849017057,2022-11-07T20.23.37.057,8.577,0.976,10.488,4.512
1667849017077,2022-11-07T20.23.37.077,8.597,-1.402,6.280,-5.976
1667849017096,2022-11-07T20.23.37.096,8.616,0.427,0.427,-5.183
1667849017117,2022-11-07T20.23.37.117,8.637,-1.524,-10.000,6.280
1667849017136,2022-11-07T20.23.37.136,8.656,-1.768,-13.354,15.061
1667849017156,2022-11-07T20.23.37.156,8.676,5.732,7.500,11.646
1667849017175,2022-11-07T20.23.37.175,8.695,10.488,28.537,0.610
1667849017196,2022-11-07T20.23.37.196,8.716,7.195,15.915,6.646
1667849017215,2022-11-07T20.23.37.215,8.735,7.012,-10.549,18.171
1667849017235,2022-11-07T20.23.37.235,8.755,15.305,-9.634,19.207
1667849017256,2022-11-07T20.23.37.256,8.776,18.354,14.939,8.659
1667849017275,2022-11-07T20.23.37.275,8.795,16.829,22.622,6.402
1667849017295,2022-11-07T20.23.37.295,8.815,11.951,2.927,8.659
1667849017314,2022-11-07T20.23.37.314,8.834,11.220,-9.817,13.780
1667849017335,2022-11-07T20.23.37.335,8.855,13.963,2.500,12.805
1667849017354,2022-11-07T20.23.37.354,8.874,1.951,9.878,2.195
1667849017374,2022-11-07T20.23.37.374,8.894,-10.549,-10.671,9.878
1667849017393,2022-11-07T20.23.37.393,8.913,-11.280,-33.537,25.488
1667849017414,2022-11-07T20.23.37.414,8.934,-7.988,-25.366,29.817
1667849017434,2022-11-07T20.23.37.434,8.954,-3.293,-1.037,14.634
1667849017453,2022-11-07T20.23.37.453,8.973,2.256,-0.122,6.402
1667849017474,2022-11-07T20.23.37.474,8.994,8.232,-8.963,29.817
1667849017493,2022-11-07T20.23.37.493,9.013,-6.280,5.000,50.488
1667849017514,2022-11-07T20.23.37.514,9.034,-26.159,21.220,40.000
1667849017533,2022-11-07T20.23.37.533,9.053,-35.244,11.463,15.061
1667849017553,2022-11-07T20.23.37.553,9.073,-29.085,-11.524,-1.037
1667849017572,2022-11-07T20.23.37.572,9.092,-16.463,-10.061,8.354
1667849017593,2022-11-07T20.23.37.593,9.113,-20.610,9.756,30.976
1667849017612,2022-11-07T20.23.37.612,9.132,-33.963,9.817,29.512
1667849017632,2022-11-07T20.23.37.632,9.152,-34.817,-2.134,5.610
1667849017653,2022-11-07T20.23.37.653,9.173,-26.951,-5.671,3.902
1667849017672,2022-11-07T20.23.37.672,9.192,-15.976,-0.610,17.622
1667849017692,2022-11-07T20.23.37.692,9.212,-16.829,1.463,24.207
1667849017711,2022-11-07T20.23.37.711,9.231,-29.451,-2.622,26.829
1667849017732,2022-11-07T20.23.37.732,9.252,-22.866,-1.341,16.524
1667849017751,2022-11-07T20.23.37.751,9.271,-10.427,4.878,7.134
1667849017771,2022-11-07T20.23.37.771,9.291,-12.683,7.988,19.756
1667849017790,2022-11-07T20.23.37.790,9.310,-30.122,2.927,25.915
1667849017811,2022-11-07T20.23.37.811,9.331,-38.720,-10.122,10.366
1667849017831,2022-11-07T20.23.37.831,9.351,-29.146,-17.439,-2.683
1667849017850,2022-11-07T20.23.37.850,9.370,-14.634,-7.439,3.659
1667849017871,2022-11-07T20.23.37.871,9.391,-15.183,4.390,16.951
1667849017890,2022-11-07T20.23.37.890,9.410,-36.829,-4.634,11.402
1667849017911,2022-11-07T20.23.37.911,9.431,-41.220,-23.537,-5.610
1667849017930,2022-11-07T20.23.37.930,9.450,-23.963,-16.951,1.098
1667849017950,2022-11-07T20.23.37.950,9.470,-9.451,7.317,18.841
1667849017969,2022-11-07T20.23.37.969,9.489,-6.524,14.939,16.524
1667849017990,2022-11-07T20.23.37.990,9.510,-29.024,-7.744,6.524
1667849018010,2022-11-07T20.23.38.010,9.530,-46.098,-30.915,8.720
1667849018029,2022-11-07T20.23.38.029,9.549,-35.122,-22.500,16.037
1667849018050,2022-11-07T20.23.38.050,9.570,-19.207,5.793,16.463
1667849018069,2022-11-07T20.23.38.069,9.589,-6.707,20.488,9.756
1667849018089,2022-11-07T20.23.38.089,9.609,-21.463,8.171,17.195
1667849018108,2022-11-07T20.23.38.108,9.628,-45.854,-17.073,28.171
1667849018129,2022-11-07T20.23.38.129,9.649,-42.073,-25.671,24.024
1667849018148,2022-11-07T20.23.38.148,9.668,-18.232,-5.549,5.244
1667849018168,2022-11-07T20.23.38.168,9.688,-3.963,18.354,-0.183
1667849018189,2022-11-07T20.23.38.189,9.709,-16.037,19.512,28.293
1667849018208,2022-11-07T20.23.38.208,9.728,-24.390,5.854,43.841
1667849018228,2022-11-07T20.23.38.228,9.748,-14.207,-3.232,25.122
1667849018247,2022-11-07T20.23.38.247,9.767,-10.244,-4.207,3.963
1667849018268,2022-11-07T20.23.38.268,9.788,-13.780,-3.720,6.037
1667849018287,2022-11-07T20.23.38.287,9.807,-22.378,-6.768,22.012
1667849018307,2022-11-07T20.23.38.307,9.827,-27.866,-8.659,25.976
1667849018327,2022-11-07T20.23.38.327,9.847,-17.927,-10.244,18.963
1667849018347,2022-11-07T20.23.38.347,9.867,-5.000,-8.171,7.317
1667849018366,2022-11-07T20.23.38.366,9.886,-3.902,-1.341,3.049
1667849018387,2022-11-07T20.23.38.387,9.907,-10.183,2.073,13.963
1667849018407,2022-11-07T20.23.38.407,9.927,-0.915,-0.183,16.463
1667849018426,2022-11-07T20.23.38.426,9.946,5.671,-0.305,20.244
1667849018447,2022-11-07T20.23.38.447,9.967,-5.671,-0.671,22.256
1667849018466,2022-11-07T20.23.38.466,9.986,-17.195,-8.902,11.707
1667849018486,2022-11-07T20.23.38.486,10.006,-13.476,-11.280,10.610
1667849018505,2022-11-07T20.23.38.505,10.025,-10.427,-0.793,31.646
1667849018526,2022-11-07T20.23.38.526,10.046,-12.561,3.354,29.085
1667849018545,2022-11-07T20.23.38.545,10.065,-7.988,-9.756,8.354
1667849018565,2022-11-07T20.23.38.565,10.085,-9.146,-25.183,3.720
1667849018586,2022-11-07T20.23.38.586,10.106,-14.695,-22.195,13.598
1667849018605,2022-11-07T20.23.38.605,10.125,-13.537,-10.732,18.659
1667849018625,2022-11-07T20.23.38.625,10.145,-1.280,-2.561,15.732
1667849018644,2022-11-07T20.23.38.644,10.164,5.732,0.549,21.585
1667849018665,2022-11-07T20.23.38.665,10.185,-3.659,-5.732,35.915
1667849018684,2022-11-07T20.23.38.684,10.204,-14.756,-13.232,32.439
1667849018704,2022-11-07T20.23.38.704,10.224,-12.988,-12.195,20.915
1667849018723,2022-11-07T20.23.38.723,10.243,-11.585,-6.280,29.634
1667849018744,2022-11-07T20.23.38.744,10.264,-21.341,-7.683,44.512
1667849018765,2022-11-07T20.23.38.765,10.285,-32.622,-21.585,38.902
1667849018784,2022-11-07T20.23.38.784,10.304,-31.524,-24.268,32.195
1667849018804,2022-11-07T20.23.38.804,10.324,-14.451,1.951,26.098
1667849018823,2022-11-07T20.23.38.823,10.343,5.183,31.890,28.110
1667849018844,2022-11-07T20.23.38.844,10.364,5.671,30.488,47.866
1667849018863,2022-11-07T20.23.38.863,10.383,-10.061,5.061,60.061
1667849018883,2022-11-07T20.23.38.883,10.403,-15.244,-7.744,52.012
1667849018902,2022-11-07T20.23.38.902,10.422,-16.037,-2.622,32.866
1667849018923,2022-11-07T20.23.38.923,10.443,-15.061,-0.793,29.451
1667849018943,2022-11-07T20.23.38.943,10.463,-9.817,-5.549,34.939
1667849018962,2022-11-07T20.23.38.962,10.482,-5.183,-7.988,37.439
1667849018983,2022-11-07T20.23.38.983,10.503,-6.220,-7.805,33.415
1667849019002,2022-11-07T20.23.39.002,10.522,-10.488,-6.098,28.232
1667849019022,2022-11-07T20.23.39.022,10.542,-13.841,-9.451,20.122
1667849019041,2022-11-07T20.23.39.041,10.561,-2.744,-13.049,13.232
1667849019062,2022-11-07T20.23.39.062,10.582,13.110,-5.976,24.817
1667849019081,2022-11-07T20.23.39.081,10.601,10.671,1.463,33.963
1667849019101,2022-11-07T20.23.39.101,10.621,3.110,-4.634,29.085
1667849019122,2022-11-07T20.23.39.122,10.642,0.244,-14.085,28.232
1667849019141,2022-11-07T20.23.39.141,10.661,-4.512,-17.195,27.012
1667849019161,2022-11-07T20.23.39.161,10.681,-9.146,-24.634,23.354
1667849019181,2022-11-07T20.23.39.181,10.701,-8.902,-32.500,24.024
1667849019201,2022-11-07T20.23.39.201,10.721,-2.866,-24.207,31.402
1667849019220,2022-11-07T20.23.39.220,10.740,-6.098,-5.366,34.817
1667849019241,2022-11-07T20.23.39.241,10.761,-9.085,-2.561,28.354
1667849019260,2022-11-07T20.23.39.260,10.780,-1.890,-17.195,40.244
1667849019280,2022-11-07T20.23.39.280,10.800,-4.451,-18.902,47.866
1667849019299,2022-11-07T20.23.39.299,10.819,-10.366,-5.061,41.829
1667849019320,2022-11-07T20.23.39.320,10.840,-3.049,0.854,32.134
1667849019340,2022-11-07T20.23.39.340,10.860,0.366,-8.171,26.341
1667849019359,2022-11-07T20.23.39.359,10.879,3.293,-17.073,38.171
1667849019380,2022-11-07T20.23.39.380,10.900,-1.220,-18.049,46.890
1667849019399,2022-11-07T20.23.39.399,10.919,-4.573,-14.329,43.537
1667849019419,2022-11-07T20.23.39.419,10.939,-0.488,-7.805,39.085
1667849019438,2022-11-07T20.23.39.438,10.958,5.061,1.829,41.524
1667849019459,2022-11-07T20.23.39.459,10.979,9.817,7.317,46.341
1667849019478,2022-11-07T20.23.39.478,10.998,-2.317,-3.232,53.171
1667849019498,2022-11-07T20.23.39.498,11.018,-15.671,-17.622,51.341
1667849019519,2022-11-07T20.23.39.519,11.039,-8.476,-16.524,40.061
1667849019538,2022-11-07T20.23.39.538,11.058,7.561,1.707,38.110
1667849019558,2022-11-07T20.23.39.558,11.078,22.073,17.866,39.512
1667849019577,2022-11-07T20.23.39.577,11.097,16.829,11.159,48.232
1667849019598,2022-11-07T20.23.39.598,11.118,-2.439,-6.585,60.122
1667849019617,2022-11-07T20.23.39.617,11.137,-2.439,-6.951,51.951
1667849019638,2022-11-07T20.23.39.638,11.158,8.720,6.707,37.561
1667849019657,2022-11-07T20.23.39.657,11.177,2.805,10.488,41.280
1667849019677,2022-11-07T20.23.39.677,11.197,-8.171,-0.793,54.024
1667849019698,2022-11-07T20.23.39.698,11.218,-11.402,-8.963,51.585
1667849019717,2022-11-07T20.23.39.717,11.237,-4.939,3.171,41.341
1667849019737,2022-11-07T20.23.39.737,11.257,8.780,28.720,29.939
1667849019756,2022-11-07T20.23.39.756,11.276,17.195,40.488,30.427
1667849019777,2022-11-07T20.23.39.777,11.297,10.610,27.256,51.220
1667849019796,2022-11-07T20.23.39.796,11.316,-13.415,-2.622,68.841
1667849019816,2022-11-07T20.23.39.816,11.336,-40.000,-24.207,58.293
1667849019835,2022-11-07T20.23.39.835,11.355,-37.805,-11.768,31.280
1667849019856,2022-11-07T20.23.39.856,11.376,-13.780,15.427,33.598
1667849019876,2022-11-07T20.23.39.876,11.396,0.122,18.537,47.378
1667849019895,2022-11-07T20.23.39.895,11.415,-6.402,0.000,43.293
1667849019916,2022-11-07T20.23.39.916,11.436,-23.415,-11.159,41.159
1667849019935,2022-11-07T20.23.39.935,11.455,-35.976,-5.061,35.427
1667849019955,2022-11-07T20.23.39.955,11.475,-25.793,0.793,33.232
1667849019974,2022-11-07T20.23.39.974,11.494,-7.012,-2.683,40.305
1667849019995,2022-11-07T20.23.39.995,11.515,-3.110,-1.524,41.037
1667849020014,2022-11-07T20.23.40.014,11.534,-11.341,7.134,34.512
1667849020035,2022-11-07T20.23.40.035,11.555,-16.037,3.841,24.573
1667849020054,2022-11-07T20.23.40.054,11.574,-14.024,-10.000,27.195
1667849020074,2022-11-07T20.23.40.074,11.594,-5.427,-13.963,37.866
1667849020095,2022-11-07T20.23.40.095,11.615,-0.122,-5.122,34.939
1667849020114,2022-11-07T20.23.40.114,11.634,-3.232,-0.427,18.354
1667849020134,2022-11-07T20.23.40.134,11.654,-8.232,-9.939,19.146
1667849020153,2022-11-07T20.23.40.153,11.673,-15.305,-21.220,33.963
1667849020174,2022-11-07T20.23.40.174,11.694,-22.195,-22.927,40.305
1667849020193,2022-11-07T20.23.40.193,11.713,-18.537,-16.890,35.061
1667849020213,2022-11-07T20.23.40.213,11.733,-3.780,-5.549,16.768
1667849020232,2022-11-07T20.23.40.232,11.752,8.720,4.512,12.866
1667849020253,2022-11-07T20.23.40.253,11.773,3.476,-0.549,38.902
1667849020273,2022-11-07T20.23.40.273,11.793,-15.854,-15.183,56.463
1667849020292,2022-11-07T20.23.40.292,11.812,-31.829,-24.268,46.463
1667849020313,2022-11-07T20.23.40.313,11.833,-34.451,-24.939,27.317
1667849020332,2022-11-07T20.23.40.332,11.852,-21.463,-23.780,23.902
1667849020352,2022-11-07T20.23.40.352,11.872,-8.354,-18.354,37.439
1667849020371,2022-11-07T20.23.40.371,11.891,-4.756,-8.780,41.951
1667849020392,2022-11-07T20.23.40.392,11.912,-0.488,-5.976,33.537
1667849020411,2022-11-07T20.23.40.411,11.931,0.366,1.524,27.988
1667849020432,2022-11-07T20.23.40.432,11.952,6.951,22.744,28.110
1667849020452,2022-11-07T20.23.40.452,11.972,12.378,22.988,36.585
1667849020471,2022-11-07T20.23.40.471,11.991,-2.927,-10.488,43.232
1667849020492,2022-11-07T20.23.40.492,12.012,-27.073,-39.512,42.988
1667849020511,2022-11-07T20.23.40.511,12.031,-32.378,-33.293,39.939
1667849020531,2022-11-07T20.23.40.531,12.051,-23.293,-13.720,29.390
1667849020550,2022-11-07T20.23.40.550,12.070,-13.232,-15.305,27.195
1667849020571,2022-11-07T20.23.40.571,12.091,-9.146,-24.024,28.902
1667849020590,2022-11-07T20.23.40.590,12.110,-4.085,-9.878,21.341
1667849020610,2022-11-07T20.23.40.610,12.130,6.402,8.780,15.122
1667849020631,2022-11-07T20.23.40.631,12.151,5.488,2.805,20.610
1667849020650,2022-11-07T20.23.40.650,12.170,2.500,-5.976,29.268
1667849020670,2022-11-07T20.23.40.670,12.190,3.110,-1.768,34.817
1667849020689,2022-11-07T20.23.40.689,12.209,-3.598,-3.902,32.744
1667849020710,2022-11-07T20.23.40.710,12.230,-3.354,-13.841,23.963
1667849020729,2022-11-07T20.23.40.729,12.249,1.768,-18.598,29.024
1667849020749,2022-11-07T20.23.40.749,12.269,-7.561,-14.268,36.341
1667849020768,2022-11-07T20.23.40.768,12.288,-9.390,-2.317,27.256
1667849020789,2022-11-07T20.23.40.789,12.309,5.610,9.634,18.476
1667849020808,2022-11-07T20.23.40.808,12.328,14.085,8.049,31.463
1667849020828,2022-11-07T20.23.40.828,12.348,8.354,1.585,46.585
1667849020849,2022-11-07T20.23.40.849,12.369,-2.927,-1.585,47.317
1667849020868,2022-11-07T20.23.40.868,12.388,-11.829,-7.073,42.195
1667849020889,2022-11-07T20.23.40.889,12.409,-17.195,-14.939,41.098
1667849020908,2022-11-07T20.23.40.908,12.428,-16.707,-19.695,47.317
1667849020928,2022-11-07T20.23.40.928,12.448,-16.220,-13.659,48.902
1667849020947,2022-11-07T20.23.40.947,12.467,-10.610,-0.366,40.793
1667849020968,2022-11-07T20.23.40.968,12.488,-8.415,4.329,38.110
1667849020987,2022-11-07T20.23.40.987,12.507,-13.720,-4.573,43.902
1667849021007,2022-11-07T20.23.41.007,12.527,-10.671,-14.207,40.732
1667849021028,2022-11-07T20.23.41.028,12.548,-2.134,-11.829,27.622
1667849021047,2022-11-07T20.23.41.047,12.567,-5.976,-3.293,29.146
1667849021067,2022-11-07T20.23.41.067,12.587,-11.402,-1.524,47.073
1667849021086,2022-11-07T20.23.41.086,12.606,-14.390,-7.805,47.805
1667849021107,2022-11-07T20.23.41.107,12.627,-17.195,-12.805,32.378
1667849021126,2022-11-07T20.23.41.126,12.646,-17.500,-14.268,26.829
1667849021146,2022-11-07T20.23.41.146,12.666,-21.890,-12.561,32.927
1667849021165,2022-11-07T20.23.41.165,12.685,-21.463,-7.012,32.073
1667849021186,2022-11-07T20.23.41.186,12.706,-11.280,0.061,27.195
1667849021206,2022-11-07T20.23.41.206,12.726,-6.220,5.427,29.512
1667849021225,2022-11-07T20.23.41.225,12.745,-10.366,5.061,30.793
1667849021246,2022-11-07T20.23.41.246,12.766,-19.024,-0.671,29.024
1667849021265,2022-11-07T20.23.41.265,12.785,-17.012,-2.317,25.244
1667849021286,2022-11-07T20.23.41.286,12.806,-4.756,1.463,28.841
1667849021305,2022-11-07T20.23.41.305,12.825,-4.085,6.646,30.732
1667849021325,2022-11-07T20.23.41.325,12.845,-16.220,3.415,28.598
1667849021344,2022-11-07T20.23.41.344,12.864,-24.146,-8.354,29.756
1667849021365,2022-11-07T20.23.41.365,12.885,-13.780,-9.207,30.000
1667849021385,2022-11-07T20.23.41.385,12.905,3.720,5.366,28.780
1667849021404,2022-11-07T20.23.41.404,12.924,8.659,9.939,28.049
1667849021425,2022-11-07T20.23.41.425,12.945,-13.232,-7.927,35.305
1667849021444,2022-11-07T20.23.41.444,12.964,-32.866,-26.341,35.122
1667849021464,2022-11-07T20.23.41.464,12.984,-21.037,-21.524,32.195
1667849021483,2022-11-07T20.23.41.483,13.003,-3.171,-3.049,37.378
1667849021504,2022-11-07T20.23.41.504,13.024,3.780,5.061,39.939
1667849021523,2022-11-07T20.23.41.523,13.043,3.598,-1.890,32.744
1667849021543,2022-11-07T20.23.41.543,13.063,0.427,-12.622,27.500
1667849021562,2022-11-07T20.23.41.562,13.082,-0.183,-16.585,25.793
1667849021583,2022-11-07T20.23.41.583,13.103,-1.524,-15.305,25.427
1667849021603,2022-11-07T20.23.41.603,13.123,-3.598,-14.207,32.622
1667849021622,2022-11-07T20.23.41.622,13.142,-5.366,-15.793,31.280
1667849021643,2022-11-07T20.23.41.643,13.163,-10.000,-22.988,28.720
1667849021662,2022-11-07T20.23.41.662,13.182,-12.744,-25.305,29.756
1667849021682,2022-11-07T20.23.41.682,13.202,-10.122,-11.707,34.085
1667849021702,2022-11-07T20.23.41.702,13.222,2.927,9.207,38.171
1667849021722,2022-11-07T20.23.41.722,13.242,9.207,17.195,34.329
1667849021741,2022-11-07T20.23.41.741,13.261,-8.232,2.439,24.146
1667849021762,2022-11-07T20.23.41.762,13.282,-21.585,-23.415,17.500
1667849021782,2022-11-07T20.23.41.782,13.302,-22.012,-36.341,23.110
1667849021801,2022-11-07T20.23.41.801,13.321,-21.037,-26.463,35.976
1667849021822,2022-11-07T20.23.41.822,13.342,-21.341,-5.183,45.122
1667849021841,2022-11-07T20.23.41.841,13.361,-13.902,18.598,41.890
1667849021861,2022-11-07T20.23.41.861,13.381,-5.183,23.720,45.244
1667849021880,2022-11-07T20.23.41.880,13.400,-14.024,2.561,59.390
1667849021901,2022-11-07T20.23.41.901,13.421,-25.854,-13.354,56.341
1667849021920,2022-11-07T20.23.41.920,13.440,-21.220,-5.244,45.915
1667849021940,2022-11-07T20.23.41.940,13.460,-8.110,12.805,36.524
1667849021961,2022-11-07T20.23.41.961,13.481,0.427,10.549,33.476
1667849021980,2022-11-07T20.23.41.980,13.500,-6.646,-15.793,42.439
1667849022000,2022-11-07T20.23.42.000,13.520,-29.024,-36.280,43.049
1667849022019,2022-11-07T20.23.42.019,13.539,-43.537,-34.024,36.951
1667849022040,2022-11-07T20.23.42.040,13.560,-37.744,-25.793,29.756
1667849022059,2022-11-07T20.23.42.059,13.579,-13.598,-25.061,25.244
1667849022079,2022-11-07T20.23.42.079,13.599,11.280,-19.573,20.610
1667849022098,2022-11-07T20.23.42.098,13.618,5.305,-14.573,22.012
1667849022119,2022-11-07T20.23.42.119,13.639,-18.049,-25.427,24.573
1667849022140,2022-11-07T20.23.42.140,13.660,-25.671,-31.829,18.415
1667849022159,2022-11-07T20.23.42.159,13.679,-8.659,-14.207,11.890
1667849022179,2022-11-07T20.23.42.179,13.699,7.683,4.939,15.793
1667849022198,2022-11-07T20.23.42.198,13.718,11.890,4.573,31.098
1667849022219,2022-11-07T20.23.42.219,13.739,6.829,-1.829,37.500
1667849022238,2022-11-07T20.23.42.238,13.758,-3.232,-0.549,27.073
1667849022258,2022-11-07T20.23.42.258,13.778,-12.195,1.098,33.232
