"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.279458087E1,1.826487035E-1,1.634064555E0,1.362229437E-1
1.279656448E1,1.924225539E-1,1.635897160E0,1.380555481E-1
1.279857861E1,1.979203373E-1,1.635286212E0,1.380555481E-1
1.280056222E1,2.058615834E-1,1.632842779E0,1.386664063E-1
1.280257635E1,2.168571651E-1,1.629788518E0,1.404990107E-1
1.280459047E1,2.205223590E-1,1.627955914E0,1.350012124E-1
1.280657409E1,2.302961946E-1,1.625512362E0,1.356120855E-1
1.280855770E1,2.382374406E-1,1.622458100E0,1.356120855E-1
1.281057182E1,2.419026345E-1,1.618792892E0,1.356120855E-1
1.281255543E1,2.504547536E-1,1.613906026E0,1.307251602E-1
1.281460008E1,2.565633953E-1,1.604132175E0,1.301143020E-1
1.281655317E1,2.571742535E-1,1.597412586E0,1.288925707E-1
1.281856730E1,2.577851415E-1,1.583973527E0,1.282816976E-1
1.282055091E1,2.590068579E-1,1.561371565E0,1.307251602E-1
1.282256504E1,2.541199327E-1,1.548543453E0,1.319468915E-1
1.282457917E1,2.486221492E-1,1.521054506E0,1.368338168E-1
1.282656278E1,2.388483137E-1,1.492954612E0,1.398881376E-1
1.282854639E1,2.229658216E-1,1.461189628E0,1.429424733E-1
1.283056052E1,2.150245607E-1,1.445918083E0,1.472185254E-1
1.283254413E1,1.936442852E-1,1.416596532E0,1.508837193E-1
1.283455826E1,1.698205322E-1,1.387885809E0,1.539380401E-1
1.283657238E1,1.594358236E-1,1.378722906E0,1.582140923E-1
1.283855600E1,1.295034289E-1,1.353677392E0,1.637118906E-1
1.284057012E1,1.007927656E-1,1.335962296E0,1.685988009E-1
1.284255373E1,8.918632567E-2,1.326188445E0,1.698205322E-1
1.284456786E1,5.742133409E-2,1.311527729E0,1.765400618E-1
1.284655147E1,2.687807009E-2,1.297477722E0,1.820378453E-1
1.284856560E1,1.221730467E-2,1.287703991E0,1.832595766E-1
1.285054921E1,-1.649336144E-2,1.270599723E0,1.875356287E-1
1.285256334E1,-4.520402849E-2,1.259604096E0,1.887573600E-1
1.285457747E1,-5.864306539E-2,1.251052022E0,1.887573600E-1
1.285656108E1,-8.185594529E-2,1.231504321E0,1.918116808E-1
1.285854469E1,-1.044579595E-1,1.216232657E0,1.918116808E-1
1.286055882E1,-1.148426682E-1,1.207680583E0,1.924225539E-1
1.286254243E1,-1.307251602E-1,1.189965487E0,1.905899495E-1
1.286458707E1,-1.411098689E-1,1.172250390E0,1.881465018E-1
1.286654017E1,-1.508837193E-1,1.156367898E0,1.869247705E-1
1.286855429E1,-1.527163088E-1,1.149648428E0,1.881465018E-1
1.287053790E1,-1.563815027E-1,1.133765936E0,1.875356287E-1
1.287255203E1,-1.514945775E-1,1.119716048E0,1.875356287E-1
1.287453564E1,-1.496619880E-1,1.109331250E0,1.869247705E-1
1.287654977E1,-1.423316002E-1,1.091005325E0,1.881465018E-1
1.287853338E1,-1.319468915E-1,1.070235968E0,1.863138974E-1
1.288054751E1,-1.276708394E-1,1.061072946E0,1.863138974E-1
1.288253112E1,-1.160643995E-1,1.040303469E0,1.838704348E-1
1.288457577E1,-1.038470939E-1,1.020755768E0,1.820378453E-1
1.288655938E1,-9.896016866E-2,1.009760261E0,1.814269722E-1
1.288854299E1,-8.613199741E-2,9.944885969E-1,1.795943826E-1
1.289055712E1,-7.513642311E-2,9.828822017E-1,1.777617931E-1
1.289254073E1,-7.086037099E-2,9.755517840E-1,1.740965992E-1
1.289455486E1,-6.352998316E-2,9.767735004E-1,1.704314053E-1
1.289653846E1,-5.436700583E-2,9.773843884E-1,1.661553532E-1
1.289855259E1,-4.764748737E-2,9.847147465E-1,1.582140923E-1
1.290053620E1,-5.009094998E-2,9.896016717E-1,1.527163088E-1
1.290255033E1,-4.214970022E-2,1.010371089E0,1.466076523E-1
1.290456446E1,-4.031710699E-2,1.036027431E0,1.343903542E-1
1.290654807E1,-3.909537569E-2,1.052520871E0,1.288925707E-1
1.290853168E1,-3.970624134E-2,1.086729288E0,1.166752651E-1
1.291054581E1,-3.848451003E-2,1.120326877E0,1.026253626E-1
1.291252942E1,-4.031710699E-2,1.141707182E0,9.712757170E-2
1.291454355E1,-4.031710699E-2,1.182024240E0,8.491026610E-2
1.291652716E1,-4.276056588E-2,1.225395679E0,7.635815442E-2
1.291854129E1,-4.153883830E-2,1.247386813E0,7.208210230E-2
1.292052490E1,-4.092797264E-2,1.289536476E0,6.597344577E-2
1.292253903E1,-3.970624134E-2,1.335962296E0,6.352998316E-2
1.292455315E1,-3.848451003E-2,1.357342601E0,6.291911751E-2
1.292653676E1,-3.604105115E-2,1.397659659E0,6.780604273E-2
1.292855089E1,-3.115412779E-2,1.439809442E0,7.452555746E-2
1.293053450E1,-2.809980139E-2,1.458746195E0,8.124507964E-2
1.293254863E1,-1.954768784E-2,1.493565559E0,9.712757170E-2
1.293456276E1,-5.497787148E-3,1.525330544E0,1.142318025E-1
1.293654637E1,7.941247895E-3,1.551597714E0,1.343903542E-1
1.293852998E1,1.649336144E-2,1.561982393E0,1.441642046E-1
1.294054411E1,3.420845419E-2,1.582141042E0,1.673770845E-1
1.294252772E1,5.131268129E-2,1.596190929E0,1.893682331E-1
1.294454185E1,5.742133409E-2,1.603521228E0,2.015855312E-1
1.294652546E1,7.391469181E-2,1.616960287E0,2.247984111E-1
1.294853959E1,8.674286306E-2,1.626734138E0,2.474004179E-1
1.295052320E1,8.918632567E-2,1.629788518E0,2.577851415E-1
1.295253733E1,1.007927656E-1,1.634675384E0,2.785545588E-1
1.295452094E1,1.056796908E-1,1.640784025E0,2.956587672E-1
1.295653506E1,1.062905490E-1,1.640784025E0,3.048217595E-1
1.295851867E1,1.130100712E-1,1.646281838E0,3.237585723E-1
1.296053280E1,1.136209369E-1,1.643227458E0,3.384193480E-1
1.296251641E1,1.136209369E-1,1.641394973E0,3.475823104E-1
1.296456106E1,1.148426682E-1,1.634064555E0,3.604104817E-1
1.296654467E1,1.123992056E-1,1.615738630E0,3.726277947E-1
1.296852828E1,1.056796908E-1,1.583362699E0,3.836233616E-1
1.297054241E1,9.896016866E-2,1.558317184E0,3.860668242E-1
1.297252602E1,8.429940045E-2,1.516167521E0,3.903428912E-1
1.297454015E1,7.024950534E-2,1.467909217E0,3.964515328E-1
1.297652376E1,6.108652428E-2,1.444085479E0,3.970624208E-1
1.297853789E1,4.031710699E-2,1.389107585E0,3.982841372E-1
1.298052150E1,1.221730467E-2,1.334740520E0,3.940080702E-1
1.298253562E1,-1.221730490E-3,1.309084177E0,3.921754956E-1
1.298454975E1,-3.481931984E-2,1.249830246E0,3.836233616E-1
1.298653336E1,-7.024950534E-2,1.194241524E0,3.726277947E-1
1.298851697E1,-9.040805697E-2,1.166752577E0,3.646865487E-1
1.299053110E1,-1.325577646E-1,1.119716048E0,3.494149148E-1
1.299251471E1,-1.740965992E-1,1.076344609E0,3.365867436E-1
1.299452884E1,-1.948660165E-1,1.054353356E0,3.329215646E-1
1.299651245E1,-2.400700450E-1,1.016479731E0,3.207042515E-1
1.299852658E1,-2.828305960E-1,9.877691269E-1,3.084869385E-1
1.300051019E1,-3.084869385E-1,9.688322544E-1,3.036000133E-1
1.300252432E1,-3.488040566E-1,9.407324791E-1,2.938261926E-1
1.300453845E1,-3.903428912E-1,9.046914577E-1,2.822197378E-1
1.300652206E1,-4.257730842E-1,8.710938692E-1,2.712241709E-1
1.300850567E1,-4.416555762E-1,8.582656980E-1,2.657263875E-1
1.301051980E1,-4.709770977E-1,8.356636763E-1,2.541199327E-1
1.301250341E1,-4.966334403E-1,8.191702962E-1,2.431243658E-1
1.301454805E1,-5.082398653E-1,8.142833710E-1,2.388483137E-1
1.301650115E1,-5.247332454E-1,8.069530129E-1,2.321287990E-1
1.301851527E1,-5.387831330E-1,8.026769161E-1,2.309070677E-1
1.302049888E1,-5.479460955E-1,8.008443117E-1,2.309070677E-1
1.302251301E1,-5.607742667E-1,7.971791625E-1,2.364048511E-1
1.302452714E1,-5.650503635E-1,7.922922373E-1,2.400700450E-1
1.302651075E1,-5.668829679E-1,7.941248417E-1,2.400700450E-1
1.302849436E1,-5.650503635E-1,8.008443117E-1,2.388483137E-1
1.303050849E1,-5.552765131E-1,8.118399382E-1,2.333505303E-1
1.303249210E1,-5.479460955E-1,8.216137290E-1,2.339613885E-1
1.303450623E1,-5.332853794E-1,8.387179971E-1,2.339613885E-1
1.303648984E1,-5.137376785E-1,8.552113175E-1,2.351831198E-1
1.303850397E1,-5.027421117E-1,8.637634516E-1,2.364048511E-1
1.304048758E1,-4.801400900E-1,8.802568316E-1,2.370157093E-1
1.304250171E1,-4.563163519E-1,9.016370773E-1,2.364048511E-1
1.304451583E1,-4.312708676E-1,9.260717034E-1,2.315179259E-1
1.304649944E1,-4.202753007E-1,9.370672703E-1,2.272418737E-1
1.304851357E1,-3.909537494E-1,9.657779336E-1,2.217440903E-1
1.305049718E1,-3.597996235E-1,9.938777685E-1,2.174680233E-1
1.305251131E1,-3.463605940E-1,1.009760261E0,2.138028294E-1
1.305452544E1,-3.109304011E-1,1.045801282E0,2.058615834E-1
1.305650905E1,-2.773328125E-1,1.084285855E0,2.009746730E-1
1.305849266E1,-2.626720667E-1,1.101390004E0,1.979203373E-1
1.306050679E1,-2.278527319E-1,1.141707182E0,1.948660165E-1
1.306249040E1,-1.930334121E-1,1.172861218E0,1.918116808E-1
1.306450453E1,-1.759291887E-1,1.188132882E0,1.893682331E-1
1.306648814E1,-1.386664063E-1,1.214400053E0,1.881465018E-1
1.306850227E1,-1.062905490E-1,1.229671717E0,1.863138974E-1
1.307048588E1,-8.918632567E-2,1.238223910E0,1.857030392E-1
1.307250000E1,-5.558873713E-2,1.244943380E0,1.795943826E-1
1.307448362E1,-1.771509275E-2,1.257771492E0,1.747074574E-1
1.307649774E1,1.099557430E-2,1.273043156E0,1.710422635E-1
1.307848135E1,2.871066704E-2,1.276097536E0,1.679879427E-1
1.308049548E1,5.314527452E-2,1.282206178E0,1.692096740E-1
1.308247909E1,7.880161703E-2,1.278540969E0,1.685988009E-1
1.308452374E1,9.346238524E-2,1.277930140E0,1.716531366E-1
1.308647683E1,1.123992056E-1,1.273043156E0,1.765400618E-1
1.308849096E1,1.307251602E-1,1.264491081E0,1.869247705E-1
1.309047457E1,1.374446750E-1,1.262047648E0,1.912008226E-1
1.309248870E1,1.490511149E-1,1.252884626E0,2.028072625E-1
1.309450283E1,1.539380401E-1,1.244332552E0,2.156354338E-1
1.309648644E1,1.545489132E-1,1.241278172E0,2.211332172E-1
1.309850056E1,1.502728462E-1,1.234558702E0,2.351831198E-1
1.310048418E1,1.380555481E-1,1.232726097E0,2.516764700E-1
1.310249830E1,1.301143020E-1,1.232726097E0,2.583959997E-1
1.310451243E1,1.105666086E-1,1.240056396E0,2.803871334E-1
1.310649604E1,8.918632567E-2,1.242499948E0,2.987131178E-1
1.310847965E1,7.574728876E-2,1.246165156E0,3.097086847E-1
1.311049378E1,4.825835302E-2,1.249830246E0,3.268128932E-1
1.311247739E1,1.710422710E-2,1.247386813E0,3.396410644E-1
1.311449152E1,-1.099557430E-2,1.243721604E0,3.543018401E-1
1.311647513E1,-2.504547499E-2,1.236391306E0,3.610213697E-1
1.311848926E1,-5.375614017E-2,1.224784851E0,3.677408695E-1
1.312047287E1,-7.880161703E-2,1.207069755E0,3.793473244E-1
1.312248700E1,-9.407325089E-2,1.194852471E0,3.817907870E-1
1.312450113E1,-1.203404516E-1,1.172861218E0,3.891211748E-1
1.312648474E1,-1.521054506E-1,1.153313637E0,3.921754956E-1
1.312846835E1,-1.649336219E-1,1.143539786E0,3.927863538E-1
1.313048248E1,-1.924225539E-1,1.131322384E0,3.964515328E-1
1.313246609E1,-2.180788964E-1,1.118494272E0,4.001167417E-1
1.313448021E1,-2.309070677E-1,1.114218235E0,3.976732790E-1
1.313646382E1,-2.535090744E-1,1.101390004E0,3.940080702E-1
1.313847795E1,-2.767219543E-1,1.086729288E0,3.854559660E-1
1.314046156E1,-2.913827300E-1,1.076344609E0,3.799581826E-1
1.314247569E1,-3.115412891E-1,1.059240341E0,3.738495409E-1
1.314448982E1,-3.329215646E-1,1.043968678E0,3.750712574E-1
1.314647343E1,-3.506366611E-1,1.028086185E0,3.842342496E-1
1.314845704E1,-3.604104817E-1,1.017090678E0,3.842342496E-1
1.315047117E1,-3.781255782E-1,1.001819015E0,3.811798990E-1
1.315248530E1,-3.927863538E-1,9.914342761E-1,3.726277947E-1
1.315446891E1,-4.019493461E-1,9.871582389E-1,3.671300113E-1
1.315648304E1,-4.178318381E-1,9.804387093E-1,3.536909819E-1
1.315846665E1,-4.324925840E-1,9.718865752E-1,3.353650272E-1
1.316048077E1,-4.404338300E-1,9.743300676E-1,3.268128932E-1
1.316246439E1,-4.532620013E-1,9.749409556E-1,3.133738637E-1
1.316447851E1,-4.642575979E-1,9.798278809E-1,3.011565804E-1
1.316646212E1,-4.667010605E-1,9.859365225E-1,2.987131178E-1
1.316847625E1,-4.703662395E-1,9.920451641E-1,2.956587672E-1
1.317045986E1,-4.679227769E-1,1.004262447E0,2.926044464E-1
1.317247399E1,-4.648684561E-1,1.007927656E0,2.944370508E-1
1.317448812E1,-4.508185387E-1,1.020144939E0,2.968805134E-1
1.317647173E1,-4.318817258E-1,1.029918790E0,3.017674387E-1
1.317845534E1,-4.202753007E-1,1.035416603E0,3.066543639E-1
1.318046947E1,-3.946189582E-1,1.041525245E0,3.133738637E-1
1.318248360E1,-3.634648323E-1,1.045801282E0,3.219259977E-1
1.318449772E1,-3.323107064E-1,1.045801282E0,3.353650272E-1
1.318645082E1,-3.158173263E-1,1.046412110E0,3.420845270E-1
1.318846495E1,-2.797762752E-1,1.039692640E0,3.567453027E-1
1.319047907E1,-2.467895597E-1,1.030529618E0,3.732386529E-1
1.319246268E1,-2.296853364E-1,1.021977544E0,3.799581826E-1
1.319447681E1,-2.003637999E-1,1.005484223E0,3.933972120E-1
1.319646042E1,-1.698205322E-1,9.859365225E-1,4.031710625E-1
1.319847455E1,-1.569923609E-1,9.731083512E-1,4.074471295E-1
1.320045816E1,-1.350012124E-1,9.450085163E-1,4.098905921E-1
1.320247229E1,-1.166752651E-1,9.187413454E-1,4.043927789E-1
1.320448642E1,-1.075122803E-1,9.016370773E-1,4.013384581E-1
1.320647003E1,-9.651670605E-2,8.833111525E-1,3.952298164E-1
1.320845364E1,-8.796459436E-2,8.735373020E-1,3.891211748E-1
1.321046777E1,-8.735372871E-2,8.747590184E-1,3.878994286E-1
1.321245138E1,-8.918632567E-2,8.747590184E-1,3.842342496E-1
1.321446551E1,-9.712757170E-2,8.802568316E-1,3.824016452E-1
1.321644912E1,-1.111774743E-1,8.875871897E-1,3.811798990E-1
1.321846324E1,-1.160643995E-1,8.912523985E-1,3.805690408E-1
1.322044686E1,-1.356120855E-1,9.004153609E-1,3.769038618E-1
1.322246098E1,-1.527163088E-1,9.175195694E-1,3.744603992E-1
1.322447511E1,-1.643227488E-1,9.242390990E-1,3.732386529E-1
1.322645872E1,-1.838704348E-1,9.388998747E-1,3.683517575E-1
1.322844233E1,-2.015855312E-1,9.572258592E-1,3.628539443E-1
1.323045646E1,-2.076941878E-1,9.682214260E-1,3.610213697E-1
1.323247059E1,-2.260201424E-1,9.902125597E-1,3.567453027E-1
1.323445420E1,-2.382374406E-1,1.008538485E0,3.469714522E-1
1.323646833E1,-2.443460971E-1,1.016479731E0,3.408628106E-1
1.323845194E1,-2.614503205E-1,1.026253581E0,3.262020350E-1
1.324046607E1,-2.755002379E-1,1.028086185E0,3.036000133E-1
1.324244968E1,-2.816088796E-1,1.028697014E0,2.913827300E-1
1.324446380E1,-2.968805134E-1,1.023810148E0,2.718350291E-1
1.324644742E1,-3.127630055E-1,1.021977544E0,2.504547536E-1
1.324846154E1,-3.170390725E-1,1.020755768E0,2.394591719E-1
1.325044516E1,-3.237585723E-1,1.024420977E0,2.211332172E-1
1.325245928E1,-3.249803185E-1,1.027475357E0,2.070833147E-1
1.325447341E1,-3.188716471E-1,1.038470864E0,1.942551434E-1
1.325645702E1,-3.121521473E-1,1.042136073E0,1.887573600E-1
1.325844063E1,-2.962696552E-1,1.056185961E0,1.820378453E-1
1.326045476E1,-2.730567753E-1,1.070846796E0,1.777617931E-1
1.326243837E1,-2.577851415E-1,1.080620646E0,1.783726513E-1
1.326448302E1,-2.309070677E-1,1.094059706E0,1.789835095E-1
1.326643611E1,-1.942551434E-1,1.113607287E0,1.844813079E-1
1.326845024E1,-1.759291887E-1,1.120937705E0,1.905899495E-1
1.327043385E1,-1.386664063E-1,1.133154988E0,2.052507252E-1
1.327244798E1,-1.062905490E-1,1.136820197E0,2.223549485E-1
1.327446210E1,-8.796459436E-2,1.139874578E0,2.321287990E-1
1.327644572E1,-5.497787148E-2,1.138041973E0,2.510656118E-1
1.327842933E1,-2.443460934E-2,1.131322384E0,2.718350291E-1
1.328044345E1,-9.162978269E-3,1.127046347E0,2.791654170E-1
1.328245758E1,1.404990070E-2,1.109942198E0,2.944370508E-1
1.328447171E1,3.604105115E-2,1.090394497E0,3.029891551E-1
1.328645532E1,5.314527452E-2,1.075122833E0,3.103195429E-1
1.328843893E1,5.986479297E-2,1.071457624E0,3.121521473E-1
1.329045306E1,6.597344577E-2,1.062294602E0,3.145956099E-1
1.329243667E1,6.841690838E-2,1.058018565E0,3.139847219E-1
1.329445080E1,6.414084882E-2,1.056796908E0,3.127630055E-1
1.329643441E1,5.742133409E-2,1.050077319E0,3.109304011E-1
1.329844854E1,4.764748737E-2,1.044579625E0,3.072652221E-1
1.330043215E1,3.848451003E-2,1.039081812E0,3.066543639E-1
1.330244628E1,2.138028294E-2,1.029918790E0,3.029891551E-1
1.330446040E1,3.054326167E-3,1.022588372E0,3.005456924E-1
1.330644401E1,-9.773843922E-3,1.017090678E0,2.987131178E-1
1.330842762E1,-2.932153270E-2,1.020144939E0,2.950479090E-1
1.331044175E1,-5.497787148E-2,1.025642753E0,2.926044464E-1
1.331242536E1,-7.024950534E-2,1.030529618E0,2.913827300E-1
1.331443949E1,-9.346238524E-2,1.039692640E0,2.913827300E-1
1.331642310E1,-1.227839142E-1,1.047633886E0,2.895501256E-1
1.331843723E1,-1.350012124E-1,1.051909924E0,2.901609838E-1
1.332042084E1,-1.569923609E-1,1.067181587E0,2.926044464E-1
1.332243497E1,-1.753183305E-1,1.082453251E0,2.968805134E-1
1.332444910E1,-1.912008226E-1,1.097724795E0,3.011565804E-1
1.332643271E1,-1.966986060E-1,1.102611780E0,3.048217595E-1
1.332841632E1,-2.040289938E-1,1.113607287E0,3.121521473E-1
1.333043045E1,-2.058615834E-1,1.120937705E0,3.213151097E-1
1.333241406E1,-2.052507252E-1,1.126435518E0,3.231477141E-1
1.333445870E1,-2.003637999E-1,1.134987593E0,3.335324228E-1
1.333641180E1,-1.881465018E-1,1.138652802E0,3.396410644E-1
1.333842592E1,-1.814269722E-1,1.140485406E0,3.463605940E-1
1.334040954E1,-1.643227488E-1,1.138041973E0,3.500257730E-1
1.334242366E1,-1.441642046E-1,1.131322384E0,3.543018401E-1
1.334443779E1,-1.331686229E-1,1.123381138E0,3.536909819E-1
1.334642140E1,-1.099557430E-1,1.111774802E0,3.561344445E-1
1.334840501E1,-8.674286306E-2,1.095892191E0,3.585779071E-1
1.335041914E1,-7.635815442E-2,1.084896684E0,3.573561609E-1
1.335240275E1,-5.742133409E-2,1.058018565E0,3.561344445E-1
1.335441688E1,-4.276056588E-2,1.025642753E0,3.512475193E-1
1.335640049E1,-3.298672289E-2,1.012203693E0,3.475823104E-1
1.335841462E1,-1.893682219E-2,9.755517840E-1,3.378084898E-1
1.336039823E1,-9.162978269E-3,9.413433671E-1,3.262020350E-1
1.336241236E1,0.000000000E0,9.059131742E-1,3.121521473E-1
1.336442648E1,3.665191587E-3,8.881980777E-1,3.048217595E-1
1.336641010E1,1.038470957E-2,8.576548100E-1,2.864958048E-1
1.336842422E1,1.466076635E-2,8.344419003E-1,2.693915665E-1
1.337040783E1,1.649336144E-2,8.277224302E-1,2.596177161E-1
1.337242196E1,2.076941915E-2,8.130616546E-1,2.394591719E-1
1.337443609E1,2.321287990E-2,8.014551997E-1,2.186897546E-1
1.337641970E1,2.321287990E-2,7.996225953E-1,2.101376504E-1
1.337840331E1,2.443460934E-2,7.977899909E-1,1.912008226E-1
1.338041744E1,2.626720630E-2,7.959573865E-1,1.747074574E-1
1.338240105E1,2.687807009E-2,7.977899909E-1,1.679879427E-1
1.338441518E1,2.809980139E-2,7.965682745E-1,1.563815027E-1
1.338639879E1,2.382374369E-2,7.880161405E-1,1.447750628E-1
1.338841292E1,2.565634064E-2,7.843509912E-1,1.392772794E-1
1.339039653E1,2.260201424E-2,7.684684992E-1,1.343903542E-1
1.339241066E1,1.649336144E-2,7.507534027E-1,1.270599663E-1
1.339439427E1,1.221730467E-2,7.263187766E-1,1.233947799E-1
1.339640840E1,1.221730467E-2,7.147123218E-1,1.209513173E-1
1.339839201E1,1.221730490E-3,6.927211881E-1,1.185078546E-1
1.340040613E1,-1.282817032E-2,6.719517708E-1,1.160643995E-1
1.340238974E1,-1.893682219E-2,6.646214128E-1,1.160643995E-1
1.340440387E1,-3.054326214E-2,6.530149579E-1,1.154535338E-1
1.340638748E1,-4.214970022E-2,6.444628239E-1,1.154535338E-1
1.340840161E1,-4.825835302E-2,6.407976151E-1,1.172861308E-1
1.341038522E1,-5.558873713E-2,6.438519955E-1,1.240056455E-1
1.341239935E1,-6.169738993E-2,6.499606371E-1,1.343903542E-1
1.341441348E1,-6.414084882E-2,6.554583907E-1,1.417207420E-1
1.341639709E1,-6.475171447E-2,6.725626588E-1,1.582140923E-1
1.341838070E1,-6.475171447E-2,6.939429045E-1,1.777617931E-1
1.342039483E1,-6.047565863E-2,7.079927921E-1,1.893682331E-1
1.342237844E1,-5.497787148E-2,7.330383062E-1,2.119702399E-1
1.342442308E1,-4.764748737E-2,7.648032904E-1,2.370157093E-1
1.342637618E1,-4.092797264E-2,7.800748944E-1,2.480112910E-1
1.342839030E1,-2.626720630E-2,8.161159754E-1,2.700024247E-1
1.343037392E1,-8.552113548E-3,8.497135639E-1,2.883284092E-1
1.343238804E1,1.160643995E-2,8.857545853E-1,3.048217595E-1
1.343437165E1,2.321287990E-2,9.040805697E-1,3.152064681E-1
1.343638578E1,4.337143153E-2,9.346238375E-1,3.280346394E-1
1.343836939E1,6.719517708E-2,9.633345008E-1,3.408628106E-1
1.344038352E1,8.124507964E-2,9.767735004E-1,3.488040566E-1
1.344236713E1,1.062905490E-1,9.950994849E-1,3.597996235E-1
1.344441178E1,1.319468915E-1,1.009149432E0,3.701843321E-1
1.344636487E1,1.453859210E-1,1.014647126E0,3.732386529E-1
1.344837900E1,1.679879427E-1,1.021366715E0,3.830125034E-1
1.345036261E1,1.887573600E-1,1.022588372E0,3.885102868E-1
1.345237674E1,1.997529417E-1,1.023810148E0,3.885102868E-1
1.345439086E1,2.150245607E-1,1.018923283E0,3.909537494E-1
1.345637448E1,2.296853364E-1,1.016479731E0,3.927863538E-1
1.345835809E1,2.351831198E-1,1.014036298E0,3.927863538E-1
1.346037222E1,2.406809032E-1,1.010982037E0,3.946189582E-1
1.346235583E1,2.419026345E-1,1.001819015E0,3.964515328E-1
1.346440047E1,2.382374406E-1,9.920451641E-1,3.976732790E-1
1.346635356E1,2.357939780E-1,9.847147465E-1,3.982841372E-1
1.346836769E1,2.247984111E-1,9.657779336E-1,3.982841372E-1
1.347035130E1,2.107485086E-1,9.358455539E-1,3.958406746E-1
1.347236543E1,2.003637999E-1,9.217956662E-1,3.952298164E-1
1.347434904E1,1.795943826E-1,8.851437569E-1,3.927863538E-1
1.347636317E1,1.588249654E-1,8.460483551E-1,3.897320330E-1
1.347834678E1,1.484402567E-1,8.283332586E-1,3.885102868E-1
1.348036091E1,1.215621829E-1,7.880161405E-1,3.848451078E-1
1.348237504E1,9.834930301E-2,7.422012687E-1,3.848451078E-1
1.348438916E1,8.552113175E-2,7.208209634E-1,3.842342496E-1
1.348637278E1,6.108652428E-2,6.670648456E-1,3.842342496E-1
1.348835639E1,3.420845419E-2,6.126978397E-1,3.842342496E-1
1.349037051E1,2.260201424E-2,5.858197808E-1,3.860668242E-1
1.349235412E1,-3.665191587E-3,5.290092826E-1,3.842342496E-1
1.349436825E1,-2.871066704E-2,4.715879560E-1,3.836233616E-1
1.349635186E1,-4.031710699E-2,4.440990388E-1,3.817907870E-1
1.349836599E1,-6.475171447E-2,3.885102868E-1,3.769038618E-1
1.350034960E1,-9.040805697E-2,3.408628106E-1,3.707951903E-1
1.350236373E1,-1.136209369E-1,2.950479090E-1,3.652974069E-1
1.350437786E1,-1.264491081E-1,2.742784917E-1,3.597996235E-1
1.350636147E1,-1.502728462E-1,2.412917763E-1,3.494149148E-1
1.350834508E1,-1.734857261E-1,2.119702399E-1,3.420845270E-1
1.351035921E1,-1.826487035E-1,2.021963894E-1,3.396410644E-1
1.351234282E1,-1.985312104E-1,1.844813079E-1,3.353650272E-1
1.351435695E1,-2.101376504E-1,1.722639948E-1,3.292563558E-1
1.351634056E1,-2.125810981E-1,1.685988009E-1,3.292563558E-1
1.351835468E1,-2.162462920E-1,1.606575549E-1,3.243694305E-1
1.352033830E1,-2.125810981E-1,1.576032341E-1,3.194825351E-1
1.352235242E1,-2.113593817E-1,1.557706445E-1,3.158173263E-1
1.352436655E1,-1.997529417E-1,1.539380401E-1,3.127630055E-1
1.352635016E1,-1.838704348E-1,1.490511149E-1,3.060434759E-1
1.352833377E1,-1.753183305E-1,1.496619880E-1,3.042109013E-1
1.353034790E1,-1.551597714E-1,1.478293836E-1,2.962696552E-1
1.353233151E1,-1.331686229E-1,1.514945775E-1,2.889392674E-1
1.353434564E1,-1.258382350E-1,1.545489132E-1,2.864958048E-1
1.353632925E1,-1.026253626E-1,1.637118906E-1,2.834414840E-1
1.353834338E1,-7.941248268E-2,1.728748679E-1,2.828305960E-1
1.354032699E1,-5.742133409E-2,1.814269722E-1,2.822197378E-1
1.354234112E1,-4.153883830E-2,1.893682331E-1,2.858849466E-1
1.354435525E1,-2.138028294E-2,1.966986060E-1,2.846632004E-1
1.354633886E1,2.443460980E-3,2.083050460E-1,2.871066630E-1
1.354832247E1,1.343903504E-2,2.168571651E-1,2.907718420E-1
1.355033660E1,3.237585723E-2,2.309070677E-1,2.944370508E-1
1.355232021E1,4.825835302E-2,2.522873580E-1,2.999348342E-1
1.355433433E1,5.558873713E-2,2.645046413E-1,3.042109013E-1
1.355634846E1,6.963863969E-2,2.895501256E-1,3.084869385E-1
1.355833207E1,7.574728876E-2,3.188716471E-1,3.127630055E-1
1.356034620E1,8.124507964E-2,3.347541690E-1,3.145956099E-1
1.356232981E1,8.246681094E-2,3.646865487E-1,3.170390725E-1
1.356434394E1,8.674286306E-2,3.970624208E-1,3.176499307E-1
1.356632755E1,8.796459436E-2,4.135557711E-1,3.182607889E-1
1.356834168E1,8.429940045E-2,4.453207552E-1,3.158173263E-1
1.357032529E1,8.063421398E-2,4.752531648E-1,3.139847219E-1
1.357233942E1,8.246681094E-2,4.905247986E-1,3.133738637E-1
1.357435355E1,7.696902007E-2,5.167919993E-1,3.097086847E-1
1.357633716E1,7.269296050E-2,5.424483418E-1,3.066543639E-1
1.357832077E1,6.536258012E-2,5.601634383E-1,3.011565804E-1
1.358033489E1,6.475171447E-2,5.687155724E-1,2.981022298E-1
1.358234902E1,5.803219974E-2,5.864306092E-1,2.938261926E-1
1.358436315E1,5.558873713E-2,5.986479521E-1,2.858849466E-1
1.358631624E1,5.375614017E-2,6.053674817E-1,2.816088796E-1
1.358833037E1,5.314527452E-2,6.120869517E-1,2.730567753E-1
