"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.688645268E1,2.728734970E0,-3.976732790E-1,-4.886921961E-3
2.688846681E1,2.764165163E0,-4.599815309E-1,-3.298672289E-2
2.689045042E1,2.786767244E0,-5.180137157E-1,-6.230825558E-2
2.689243403E1,2.787988901E0,-5.412266254E-1,-7.819075137E-2
2.689444815E1,2.787988901E0,-5.876523852E-1,-1.081231460E-1
2.689643176E1,2.766608715E0,-6.206390858E-1,-1.374446750E-1
2.689847641E1,2.751947880E0,-6.328563690E-1,-1.514945775E-1
2.690042950E1,2.706743956E0,-6.505714655E-1,-1.802052408E-1
2.690244362E1,2.643213987E0,-6.603453159E-1,-2.138028294E-1
2.690442723E1,2.605340242E0,-6.676757336E-1,-2.296853364E-1
2.690644136E1,2.528371334E0,-6.853908300E-1,-2.602286041E-1
2.690842497E1,2.442850113E0,-6.866125464E-1,-2.895501256E-1
2.691043910E1,2.396424294E0,-6.847799420E-1,-3.029891551E-1
2.691242270E1,2.299296856E0,-6.737843752E-1,-3.249803185E-1
2.691443683E1,2.193617105E0,-6.524040699E-1,-3.408628106E-1
2.691642044E1,2.139860868E0,-6.407976151E-1,-3.457497358E-1
2.691846508E1,2.032348633E0,-6.126978397E-1,-3.536909819E-1
2.692044869E1,1.936442852E0,-5.900958180E-1,-3.549126983E-1
2.692243230E1,1.888795376E0,-5.778785348E-1,-3.500257730E-1
2.692444643E1,1.799609065E0,-5.607742667E-1,-3.426954150E-1
2.692643004E1,1.729359508E0,-5.552765131E-1,-3.237585723E-1
2.692844417E1,1.667662144E0,-5.497786999E-1,-3.017674387E-1
2.693042778E1,1.640173197E0,-5.497786999E-1,-2.877175212E-1
2.693244190E1,1.599856019E0,-5.534439087E-1,-2.596177161E-1
2.693442551E1,1.570534587E0,-5.748242140E-1,-2.254092693E-1
2.693643964E1,1.559538960E0,-5.876523852E-1,-2.095267773E-1
2.693845376E1,1.547321677E0,-6.120869517E-1,-1.704314053E-1
2.694043737E1,1.543656468E0,-6.316346526E-1,-1.319468915E-1
2.694242098E1,1.546099901E0,-6.365215778E-1,-1.087340117E-1
2.694443511E1,1.557706356E0,-6.298020482E-1,-6.841690838E-2
2.694641872E1,1.583362699E0,-6.145304441E-1,-3.115412779E-2
2.694843284E1,1.596801758E0,-6.053674817E-1,-1.343903504E-2
2.695041645E1,1.636507988E0,-5.882632136E-1,1.588249579E-2
2.695243058E1,1.688431501E0,-5.754350424E-1,4.276056588E-2
2.695441419E1,1.718974829E0,-5.656611919E-1,5.497787148E-2
2.695642832E1,1.781893969E0,-5.448917747E-1,7.330382615E-2
2.695844244E1,1.853365183E0,-5.167919993E-1,8.918632567E-2
2.696042605E1,1.923614621E0,-4.911356568E-1,1.087340117E-1
2.696240966E1,1.962710023E0,-4.740314186E-1,1.142318025E-1
2.696442379E1,2.032348633E0,-4.440990388E-1,1.233947799E-1
2.696640740E1,2.095878601E0,-4.074471295E-1,1.288925707E-1
2.696845204E1,2.122756720E0,-3.915646076E-1,1.301143020E-1
2.697040513E1,2.178345442E0,-3.500257730E-1,1.295034289E-1
2.697241926E1,2.230268955E0,-3.182607889E-1,1.276708394E-1
2.697440287E1,2.247984171E0,-3.078760803E-1,1.221730486E-1
2.697641699E1,2.294409752E0,-2.889392674E-1,1.136209369E-1
2.697843112E1,2.330451012E0,-2.852740586E-1,1.038470939E-1
2.698041473E1,2.346333504E0,-2.852740586E-1,9.346238524E-2
2.698239834E1,2.375654936E0,-2.883284092E-1,7.330382615E-2
2.698441247E1,2.395813465E0,-2.858849466E-1,5.436700583E-2
2.698642659E1,2.401311398E0,-2.828305960E-1,4.276056588E-2
2.698841020E1,2.404976368E0,-2.797762752E-1,1.954768784E-2
2.699042433E1,2.397035122E0,-2.797762752E-1,-3.665191587E-3
2.699240794E1,2.385428667E0,-2.809980214E-1,-1.527163107E-2
2.699442207E1,2.350609541E0,-2.852740586E-1,-3.848451003E-2
2.699640567E1,2.299296856E0,-2.993239760E-1,-6.597344577E-2
2.699841980E1,2.235155821E0,-3.176499307E-1,-9.040805697E-2
2.700040341E1,2.200947523E0,-3.347541690E-1,-1.056796908E-1
2.700241754E1,2.127032757E0,-3.622430861E-1,-1.282816976E-1
2.700440115E1,2.050063848E0,-3.817907870E-1,-1.459967941E-1
2.700641527E1,2.006692410E0,-3.903428912E-1,-1.551597714E-1
2.700842940E1,1.924836397E0,-3.995058835E-1,-1.673770845E-1
2.701041301E1,1.842980504E0,-4.056145251E-1,-1.759291887E-1
2.701239662E1,1.803274155E0,-4.062253833E-1,-1.783726513E-1
2.701441074E1,1.730581284E0,-4.068362415E-1,-1.753183305E-1
2.701639435E1,1.662164330E0,-4.086688459E-1,-1.698205322E-1
2.701843900E1,1.632231951E0,-4.117231667E-1,-1.661553532E-1
2.702039209E1,1.570534587E0,-4.227187634E-1,-1.563815027E-1
2.702240622E1,1.516167521E0,-4.349360466E-1,-1.423316002E-1
2.702438982E1,1.492343783E0,-4.398229718E-1,-1.325577646E-1
2.702640395E1,1.449583173E0,-4.514294267E-1,-1.160643995E-1
2.702841808E1,1.415985584E0,-4.612032473E-1,-9.834930301E-2
2.703040169E1,1.401935697E0,-4.605923891E-1,-8.491026610E-2
2.703241581E1,1.382387996E0,-4.728097022E-1,-6.780604273E-2
2.703439942E1,1.373835921E0,-4.813618064E-1,-4.764748737E-2
2.703641355E1,1.373225093E0,-4.850270152E-1,-2.687807009E-2
2.703842768E1,1.373835921E0,-4.886921942E-1,-1.893682219E-2
2.704041128E1,1.383609772E0,-4.868595898E-1,0.000000000E0
2.704239489E1,1.398881435E0,-4.850270152E-1,2.138028294E-2
2.704440902E1,1.406211853E0,-4.844161272E-1,3.054326214E-2
2.704639263E1,1.426370382E0,-4.886921942E-1,4.886921868E-2
2.704840676E1,1.449583173E0,-4.868595898E-1,6.658431143E-2
2.705039037E1,1.461189628E0,-4.850270152E-1,7.330382615E-2
2.705240449E1,1.483791709E0,-4.911356568E-1,8.491026610E-2
2.705438810E1,1.509448051E0,-4.935791194E-1,9.712757170E-2
2.705640223E1,1.523497939E0,-4.917465150E-1,1.032362282E-1
2.705841635E1,1.546710849E0,-4.874704778E-1,1.056796908E-1
2.706039996E1,1.565647602E0,-4.801400900E-1,1.081231460E-1
2.706238357E1,1.572978020E0,-4.697553813E-1,1.056796908E-1
2.706439770E1,1.587638736E0,-4.575380683E-1,1.026253626E-1
2.706638131E1,1.596190929E0,-4.428772926E-1,9.773843735E-2
2.706839544E1,1.599245191E0,-4.276056588E-1,9.346238524E-2
2.707037905E1,1.596190929E0,-4.221078753E-1,8.735372871E-2
2.707239317E1,1.588249683E0,-4.135557711E-1,7.941248268E-2
2.707437678E1,1.574199796E0,-4.025602043E-1,6.597344577E-2
2.707639091E1,1.566869378E0,-3.952298164E-1,6.047565863E-2
2.707840503E1,1.547321677E0,-3.872885704E-1,4.214970022E-2
2.708038864E1,1.524719596E0,-3.830125034E-1,2.443460934E-2
2.708240277E1,1.515556693E0,-3.799581826E-1,1.893682219E-2
2.708438638E1,1.486845970E0,-3.836233616E-1,-1.221730490E-3
2.708640050E1,1.458135366E0,-3.866777122E-1,-2.138028294E-2
2.708841463E1,1.442863703E0,-3.897320330E-1,-3.420845419E-2
2.709039824E1,1.414153099E0,-3.988949955E-1,-5.742133409E-2
2.709238185E1,1.388496757E0,-4.068362415E-1,-8.307767659E-2
2.709439598E1,1.377501130E0,-4.105014503E-1,-9.651670605E-2
2.709637958E1,1.357953429E0,-4.141666293E-1,-1.264491081E-1
2.709839371E1,1.348179579E0,-4.129449129E-1,-1.631010175E-1
2.710037732E1,1.344514370E0,-4.123340547E-1,-1.875356287E-1
2.710239145E1,1.343903542E0,-4.037819207E-1,-2.345722616E-1
2.710437506E1,1.347568750E0,-4.001167417E-1,-2.718350291E-1
2.710638918E1,1.359786034E0,-3.995058835E-1,-3.017674387E-1
2.710837279E1,1.364672899E0,-4.031710625E-1,-3.145956099E-1
2.711038692E1,1.382998943E0,-4.111123085E-1,-3.341432810E-1
2.711237053E1,1.398881435E0,-4.135557711E-1,-3.506366611E-1
2.711438466E1,1.406211853E0,-4.184426963E-1,-3.597996235E-1
2.711636826E1,1.420872569E0,-4.221078753E-1,-3.738495409E-1
2.711841291E1,1.433700681E0,-4.196644127E-1,-3.866777122E-1
2.712036600E1,1.442252874E0,-4.159992337E-1,-3.909537494E-1
2.712238013E1,1.450194120E0,-4.086688459E-1,-4.013384581E-1
2.712436374E1,1.455691934E0,-3.958406746E-1,-4.043927789E-1
2.712637786E1,1.459967971E0,-3.891211748E-1,-4.050036669E-1
2.712839199E1,1.464854836E0,-3.781255782E-1,-3.982841372E-1
2.713037560E1,1.459357023E0,-3.659082949E-1,-3.927863538E-1
2.713238972E1,1.456913590E0,-3.549126983E-1,-3.842342496E-1
2.713437333E1,1.455080986E0,-3.433062732E-1,-3.714060783E-1
2.713638746E1,1.452637553E0,-3.414736688E-1,-3.567453027E-1
2.713840159E1,1.447139740E0,-3.396410644E-1,-3.365867436E-1
2.714038520E1,1.444085479E0,-3.359758854E-1,-3.280346394E-1
2.714236880E1,1.439809442E0,-3.304781020E-1,-3.078760803E-1
2.714438293E1,1.434922457E0,-3.176499307E-1,-2.883284092E-1
2.714636654E1,1.430035591E0,-3.152064681E-1,-2.785545588E-1
2.714838067E1,1.417818189E0,-3.158173263E-1,-2.535090744E-1
2.715036428E1,1.407433510E0,-3.231477141E-1,-2.302961946E-1
2.715237840E1,1.396438003E0,-3.268128932E-1,-2.193006277E-1
2.715436201E1,1.378111959E0,-3.304781020E-1,-1.985312104E-1
2.715637614E1,1.354288220E0,-3.359758854E-1,-1.795943826E-1
2.715839027E1,1.341460109E0,-3.378084898E-1,-1.698205322E-1
2.716037387E1,1.317636371E0,-3.402519524E-1,-1.508837193E-1
2.716235748E1,1.293812633E0,-3.390302062E-1,-1.386664063E-1
2.716437161E1,1.283427835E0,-3.390302062E-1,-1.313360333E-1
2.716635522E1,1.262658477E0,-3.408628106E-1,-1.197295859E-1
2.716839986E1,1.250441194E0,-3.426954150E-1,-1.111774743E-1
2.717035296E1,1.244943380E0,-3.408628106E-1,-1.056796908E-1
2.717236708E1,1.233947754E0,-3.408628106E-1,-1.020144969E-1
2.717435069E1,1.225395679E0,-3.420845270E-1,-1.038470939E-1
2.717639534E1,1.222952247E0,-3.353650272E-1,-1.087340117E-1
2.717837895E1,1.218676209E0,-3.310889602E-1,-1.081231460E-1
2.718036255E1,1.219287038E0,-3.194825351E-1,-1.166752651E-1
2.718234616E1,1.219897866E0,-3.072652221E-1,-1.282816976E-1
2.718436029E1,1.223563075E0,-3.005456924E-1,-1.356120855E-1
2.718637442E1,1.230282545E0,-2.913827300E-1,-1.478293836E-1
2.718835803E1,1.240667343E0,-2.700024247E-1,-1.661553532E-1
2.719037215E1,1.247997642E0,-2.596177161E-1,-1.765400618E-1
2.719235576E1,1.262658477E0,-2.382374406E-1,-2.009746730E-1
2.719436989E1,1.282206178E0,-2.168571651E-1,-2.278527319E-1
2.719635350E1,1.293812633E0,-2.034181207E-1,-2.412917763E-1
2.719836762E1,1.318858027E0,-1.765400618E-1,-2.638937831E-1
2.720035123E1,1.339016676E0,-1.447750628E-1,-2.926044464E-1
2.720236536E1,1.348790407E0,-1.282816976E-1,-3.072652221E-1
2.720434897E1,1.372003317E0,-9.468411654E-2,-3.341432810E-1
2.720636310E1,1.387885809E0,-5.803219974E-2,-3.604104817E-1
2.720837722E1,1.406822681E0,-2.076941915E-2,-3.842342496E-1
2.721036083E1,1.414763927E0,-4.276056774E-3,-3.921754956E-1
2.721234444E1,1.427592039E0,2.748893574E-2,-4.031710625E-1
2.721435857E1,1.437365890E0,5.314527452E-2,-4.117231667E-1
2.721634218E1,1.438587666E0,6.597344577E-2,-4.074471295E-1
2.721838682E1,1.442863703E0,8.368854225E-2,-4.031710625E-1
2.722033991E1,1.444696307E0,1.001819000E-1,-3.940080702E-1
2.722235404E1,1.445918083E0,1.093448773E-1,-3.860668242E-1
2.722433765E1,1.439809442E0,1.252273768E-1,-3.652974069E-1
2.722635177E1,1.430035591E0,1.411098689E-1,-3.451388776E-1
2.722833538E1,1.422705173E0,1.496619880E-1,-3.316998184E-1
2.723034951E1,1.407433510E0,1.728748679E-1,-3.011565804E-1
2.723236364E1,1.393383622E0,1.899790913E-1,-2.645046413E-1
2.723434725E1,1.387274981E0,2.009746730E-1,-2.455678284E-1
2.723636137E1,1.373835921E0,2.186897546E-1,-2.040289938E-1
2.723837550E1,1.359786034E0,2.333505303E-1,-1.594358236E-1
2.724035911E1,1.356120825E0,2.364048511E-1,-1.350012124E-1
2.724234272E1,1.346957922E0,2.376265824E-1,-8.796459436E-2
2.724435684E1,1.340238333E0,2.351831198E-1,-4.398229718E-2
2.724634045E1,1.338405728E0,2.241875380E-1,-1.832595794E-3
2.724835458E1,1.335962296E0,2.186897546E-1,1.527163107E-2
2.725033819E1,1.337184072E0,2.028072625E-1,5.131268129E-2
2.725235232E1,1.337794900E0,1.820378453E-1,8.124507964E-2
2.725433592E1,1.337184072E0,1.740965992E-1,9.468411654E-2
2.725635005E1,1.337794900E0,1.478293836E-1,1.093448773E-1
2.725836418E1,1.337184072E0,1.270599663E-1,1.209513173E-1
2.726034779E1,1.336573124E0,1.123992056E-1,1.215621829E-1
2.726233140E1,1.336573124E0,8.918632567E-2,1.191187203E-1
2.726434552E1,1.337794900E0,6.841690838E-2,1.117883399E-1
2.726632913E1,1.336573124E0,5.864306539E-2,1.069014147E-1
2.726834326E1,1.342681766E0,4.764748737E-2,9.712757170E-2
2.727032687E1,1.354288220E0,3.237585723E-2,1.032362282E-1
2.727234099E1,1.365283847E0,2.565634064E-2,1.069014147E-1
2.727432460E1,1.384831548E0,1.649336144E-2,1.014036313E-1
2.727633873E1,1.404990077E0,7.941247895E-3,7.086037099E-2
2.727835286E1,1.421483397E0,-9.773843922E-3,3.481931984E-2
2.728033646E1,1.430035591E0,-2.443460934E-2,2.382374369E-2
2.728235059E1,1.454470158E0,-5.497787148E-2,3.054326167E-3
2.728433420E1,1.474017859E0,-9.346238524E-2,-2.199114859E-2
2.728634833E1,1.479515672E0,-1.148426682E-1,-3.237585723E-2
2.728836245E1,1.492954612E0,-1.496619880E-1,-5.986479297E-2
2.729034606E1,1.499063253E0,-1.747074574E-1,-8.185594529E-2
2.729232967E1,1.499674201E0,-1.808161139E-1,-9.346238524E-2
2.729434380E1,1.493565559E0,-1.838704348E-1,-1.172861308E-1
2.729632741E1,1.486235142E0,-1.820378453E-1,-1.362229437E-1
2.729834154E1,1.483180761E0,-1.759291887E-1,-1.441642046E-1
2.730032514E1,1.471574426E0,-1.582140923E-1,-1.582140923E-1
2.730233927E1,1.461189628E0,-1.362229437E-1,-1.728748679E-1
2.730432288E1,1.453859329E0,-1.240056455E-1,-1.777617931E-1
2.730633701E1,1.443474531E0,-9.651670605E-2,-1.814269722E-1
2.730832062E1,1.437365890E0,-6.780604273E-2,-1.832595766E-1
2.731033474E1,1.434922457E0,-5.131268129E-2,-1.820378453E-1
2.731231835E1,1.430035591E0,-2.015855350E-2,-1.728748679E-1
2.731433248E1,1.428202987E0,1.282817032E-2,-1.624901593E-1
2.731631609E1,1.427592039E0,3.726277873E-2,-1.472185254E-1
2.731836073E1,1.427592039E0,4.703662544E-2,-1.398881376E-1
2.732031382E1,1.430646420E0,6.536258012E-2,-1.221730486E-1
2.732232795E1,1.432479024E0,8.246681094E-2,-1.032362282E-1
2.732431156E1,1.431257248E0,8.979719132E-2,-9.407325089E-2
2.732632568E1,1.435533285E0,1.075122803E-1,-7.819075137E-2
2.732833981E1,1.436144233E0,1.240056455E-1,-5.681046844E-2
2.733032342E1,1.434311628E0,1.386664063E-1,-4.703662544E-2
2.733230703E1,1.441031098E0,1.612684280E-1,-2.687807009E-2
2.733432116E1,1.448972344E0,1.844813079E-1,-6.719517522E-3
2.733630477E1,1.452026725E0,1.936442852E-1,4.886921961E-3
2.733834941E1,1.464244008E0,2.131919712E-1,2.199114859E-2
2.734033302E1,1.486235142E0,2.247984111E-1,3.848451003E-2
2.734231663E1,1.497841597E0,2.315179259E-1,4.764748737E-2
2.734433075E1,1.524719596E0,2.333505303E-1,5.742133409E-2
2.734631436E1,1.555262923E0,2.260201424E-1,6.841690838E-2
2.734832849E1,1.569923639E0,2.241875380E-1,7.269296050E-2
2.735031210E1,1.598023534E0,2.113593817E-1,8.307767659E-2
2.735232623E1,1.623068929E0,1.991420686E-1,8.979719132E-2
2.735430984E1,1.646892667E0,1.869247705E-1,9.834930301E-2
2.735632396E1,1.656666517E0,1.759291887E-1,1.044579595E-1
2.735833809E1,1.670716405E0,1.502728462E-1,1.166752651E-1
2.736032170E1,1.673770785E0,1.240056455E-1,1.319468915E-1
2.736230531E1,1.672549009E0,1.075122803E-1,1.386664063E-1
2.736431943E1,1.662775159E0,7.880161703E-2,1.514945775E-1
2.736630304E1,1.646281838E0,5.131268129E-2,1.673770845E-1
2.736831717E1,1.633453608E0,4.031710699E-2,1.734857261E-1
2.737030078E1,1.604743004E0,1.771509275E-2,1.887573600E-1
2.737231491E1,1.569312811E0,-6.719517522E-3,1.979203373E-1
2.737429852E1,1.546099901E0,-2.321287990E-2,2.034181207E-1
2.737631264E1,1.499063253E0,-4.886921868E-2,2.125810981E-1
2.737832677E1,1.442863703E0,-6.841690838E-2,2.199114859E-1
2.738031038E1,1.410487890E0,-7.452555746E-2,2.254092693E-1
2.738229399E1,1.347568750E0,-8.124507964E-2,2.278527319E-1
2.738430811E1,1.279762745E0,-8.246681094E-2,2.254092693E-1
2.738629172E1,1.213178396E0,-7.574728876E-2,2.235766798E-1
2.738830585E1,1.180802464E0,-7.330382615E-2,2.193006277E-1
2.739031998E1,1.117883444E0,-7.696902007E-2,2.150245607E-1
2.739230358E1,1.058629513E0,-8.063421398E-2,2.107485086E-1
2.739431771E1,1.030529618E0,-8.674286306E-2,2.101376504E-1
2.739630132E1,9.822713137E-1,-9.957103431E-2,2.101376504E-1
2.739831545E1,9.382890463E-1,-1.264491081E-1,2.113593817E-1
2.740029906E1,9.236282706E-1,-1.343903542E-1,2.144137025E-1
2.740231318E1,8.924741149E-1,-1.576032341E-1,2.186897546E-1
2.740429679E1,8.723155856E-1,-1.740965992E-1,2.254092693E-1
2.740631092E1,8.631525636E-1,-1.857030392E-1,2.266310006E-1
2.740832504E1,8.546004891E-1,-2.046398520E-1,2.327396572E-1
2.741030865E1,8.552113175E-1,-2.254092693E-1,2.394591719E-1
2.741229226E1,8.552113175E-1,-2.364048511E-1,2.388483137E-1
2.741430639E1,8.631525636E-1,-2.498438805E-1,2.443460971E-1
2.741629000E1,8.784242272E-1,-2.541199327E-1,2.492330223E-1
2.741833464E1,8.949176073E-1,-2.474004179E-1,2.535090744E-1
2.742028773E1,9.065240026E-1,-2.437352389E-1,2.565633953E-1
2.742230186E1,9.309586287E-1,-2.339613885E-1,2.602286041E-1
2.742428547E1,9.566149712E-1,-2.229658216E-1,2.620611787E-1
2.742629960E1,9.737191796E-1,-2.150245607E-1,2.620611787E-1
2.742828321E1,1.002429843E0,-2.046398520E-1,2.583959997E-1
2.743029733E1,1.034194827E0,-1.918116808E-1,2.535090744E-1
2.743228094E1,1.051909924E0,-1.875356287E-1,2.492330223E-1
2.743429507E1,1.082453251E0,-1.753183305E-1,2.370157093E-1
2.743627868E1,1.112385631E0,-1.655444801E-1,2.302961946E-1
2.743832332E1,1.126435518E0,-1.624901593E-1,2.247984111E-1
2.744027641E1,1.155146122E0,-1.484402567E-1,2.162462920E-1
2.744229054E1,1.178359032E0,-1.356120855E-1,2.076941878E-1
2.744427415E1,1.191187263E0,-1.240056455E-1,2.028072625E-1
2.744628828E1,1.207069755E0,-1.032362282E-1,1.893682331E-1
2.744830240E1,1.223563075E0,-7.819075137E-2,1.747074574E-1
2.745028601E1,1.227839112E0,-6.841690838E-2,1.637118906E-1
2.745230014E1,1.238223910E0,-4.398229718E-2,1.459967941E-1
2.745428375E1,1.246165156E0,-2.626720630E-2,1.233947799E-1
2.745629787E1,1.246165156E0,-9.162978269E-3,1.026253626E-1
2.745831200E1,1.246775985E0,-3.054326167E-3,9.407325089E-2
2.746029561E1,1.246165156E0,1.282817032E-2,7.574728876E-2
2.746227922E1,1.244332552E0,2.932153270E-2,6.352998316E-2
2.746429334E1,1.243110776E0,4.031710699E-2,5.497787148E-2
2.746627696E1,1.241278172E0,5.986479297E-2,4.642575979E-2
2.746829108E1,1.238834739E0,8.124507964E-2,4.031710699E-2
2.747027469E1,1.238834739E0,9.407325089E-2,4.031710699E-2
2.747228882E1,1.237002134E0,1.130100712E-1,4.153883830E-2
2.747427243E1,1.237612963E0,1.258382350E-1,4.886921868E-2
2.747628655E1,1.240056396E0,1.313360333E-1,5.436700583E-2
2.747830068E1,1.240667343E0,1.368338168E-1,6.352998316E-2
2.748028429E1,1.243110776E0,1.429424733E-1,8.124507964E-2
2.748226790E1,1.245554209E0,1.417207420E-1,8.796459436E-2
2.748428203E1,1.250441194E0,1.404990107E-1,1.075122803E-1
2.748626563E1,1.255938888E0,1.362229437E-1,1.307251602E-1
2.748827976E1,1.257771492E0,1.368338168E-1,1.404990107E-1
2.749026337E1,1.266323686E0,1.325577646E-1,1.655444801E-1
2.749227750E1,1.274264932E0,1.295034289E-1,1.942551434E-1
2.749426111E1,1.279762745E0,1.246165112E-1,2.174680233E-1
2.749627523E1,1.282206178E0,1.221730486E-1,2.278527319E-1
2.749828936E1,1.289536476E0,1.154535338E-1,2.467895597E-1
2.750027297E1,1.290147424E0,1.105666086E-1,2.626720667E-1
2.750225658E1,1.292590857E0,1.087340117E-1,2.675589919E-1
2.750427070E1,1.296866894E0,9.834930301E-2,2.736676335E-1
2.750625431E1,1.294423461E0,9.162978828E-2,2.773328125E-1
2.750826844E1,1.296866894E0,8.552113175E-2,2.767219543E-1
2.751025205E1,1.294423461E0,7.696902007E-2,2.736676335E-1
2.751226618E1,1.285260439E0,6.475171447E-2,2.675589919E-1
2.751424978E1,1.285871387E0,5.681046844E-2,2.620611787E-1
2.751626391E1,1.276708364E0,4.092797264E-2,2.516764700E-1
2.751827804E1,1.263880134E0,2.260201424E-2,2.443460971E-1
2.752026165E1,1.257160664E0,1.771509275E-2,2.382374406E-1
2.752227577E1,1.246775985E0,7.941247895E-3,2.278527319E-1
2.752425938E1,1.229671717E0,4.276056774E-3,2.260201424E-1
2.752627351E1,1.211345792E0,0.000000000E0,2.223549485E-1
2.752828764E1,1.206458807E0,4.276056774E-3,2.229658216E-1
2.753027124E1,1.189354658E0,-1.832595794E-3,2.229658216E-1
2.753225485E1,1.172861218E0,-1.343903504E-2,2.235766798E-1
2.753426898E1,1.168585181E0,-2.076941915E-2,2.229658216E-1
2.753625259E1,1.153924465E0,-3.115412779E-2,2.211332172E-1
2.753826672E1,1.139874578E0,-4.153883830E-2,2.168571651E-1
2.754025033E1,1.131322384E0,-4.886921868E-2,2.125810981E-1
2.754226445E1,1.116050839E0,-5.192354694E-2,2.040289938E-1
2.754424806E1,1.097724795E0,-5.925392732E-2,1.942551434E-1
2.754626219E1,1.091005325E0,-5.803219974E-2,1.869247705E-1
2.754824580E1,1.075733662E0,-5.497787148E-2,1.747074574E-1
2.755025992E1,1.066570759E0,-5.009094998E-2,1.637118906E-1
2.755224353E1,1.064738154E0,-4.703662544E-2,1.606575549E-1
2.755425766E1,1.062905550E0,-3.848451003E-2,1.508837193E-1
2.755624127E1,1.069625020E0,-3.420845419E-2,1.435533315E-1
2.755828591E1,1.075122833E0,-3.543018550E-2,1.392772794E-1
2.756023900E1,1.096503139E0,-3.543018550E-2,1.319468915E-1
2.756225313E1,1.122159481E0,-4.398229718E-2,1.233947799E-1
2.756423674E1,1.151481032E0,-5.436700583E-2,1.178969890E-1
2.756625087E1,1.165530920E0,-5.986479297E-2,1.154535338E-1
2.756826499E1,1.194241524E0,-7.757988572E-2,1.117883399E-1
2.757024860E1,1.222952247E0,-9.651670605E-2,1.123992056E-1
2.757223221E1,1.238834739E0,-1.056796908E-1,1.117883399E-1
2.757424634E1,1.261436701E0,-1.288925707E-1,1.087340117E-1
2.757626046E1,1.280373573E0,-1.557706445E-1,1.001819000E-1
2.757827459E1,1.290758252E0,-1.692096740E-1,9.529497474E-2
2.758025820E1,1.303586483E0,-1.954768747E-1,8.185594529E-2
2.758224181E1,1.311527729E0,-2.186897546E-1,6.597344577E-2
2.758425594E1,1.311527729E0,-2.309070677E-1,5.742133409E-2
2.758623954E1,1.310305953E0,-2.455678284E-1,4.092797264E-2
2.758825367E1,1.305419087E0,-2.510656118E-1,2.504547499E-2
2.759023728E1,1.299310327E0,-2.522873580E-1,1.588249579E-2
2.759225141E1,1.285260439E0,-2.455678284E-1,0.000000000E0
2.759423502E1,1.269988894E0,-2.333505303E-1,-1.404990070E-2
2.759624914E1,1.262658477E0,-2.272418737E-1,-2.015855350E-2
2.759826327E1,1.244943380E0,-2.150245607E-1,-3.298672289E-2
2.760024688E1,1.232726097E0,-2.015855312E-1,-3.970624134E-2
2.760223049E1,1.221119642E0,-1.875356287E-1,-4.337143153E-2
2.760424461E1,1.213789225E0,-1.802052408E-1,-4.337143153E-2
2.760622822E1,1.204626322E0,-1.661553532E-1,-3.787364438E-2
2.760827287E1,1.197295904E0,-1.514945775E-1,-3.115412779E-2
2.761022596E1,1.194852471E0,-1.411098689E-1,-2.565634064E-2
2.761224009E1,1.189354658E0,-1.282816976E-1,-1.038470957E-2
2.761422370E1,1.186911225E0,-1.215621829E-1,4.276056774E-3
2.761623782E1,1.185689449E0,-1.209513173E-1,1.221730467E-2
2.761825195E1,1.189354658E0,-1.233947799E-1,2.565634064E-2
2.762023556E1,1.193630695E0,-1.221730486E-1,4.520402849E-2
2.762221917E1,1.198517561E0,-1.264491081E-1,5.314527452E-2
2.762423329E1,1.206458807E0,-1.270599663E-1,6.841690838E-2
2.762624742E1,1.215011001E0,-1.325577646E-1,8.185594529E-2
2.762823103E1,1.218676209E0,-1.337794960E-1,8.552113175E-2
2.763024516E1,1.227839112E0,-1.368338168E-1,9.407325089E-2
2.763222876E1,1.234558702E0,-1.472185254E-1,1.014036313E-1
2.763424289E1,1.237002134E0,-1.618792862E-1,1.056796908E-1
2.763622650E1,1.238834739E0,-1.704314053E-1,1.075122803E-1
2.763824063E1,1.230282545E0,-1.899790913E-1,1.087340117E-1
2.764022424E1,1.215621829E0,-2.150245607E-1,1.056796908E-1
2.764223836E1,1.207680583E0,-2.241875380E-1,1.001819000E-1
2.764422197E1,1.180802464E0,-2.419026345E-1,9.407325089E-2
2.764623610E1,1.150259256E0,-2.590068579E-1,8.979719132E-2
2.764825022E1,1.133154988E0,-2.687807083E-1,8.307767659E-2
2.765023383E1,1.096503139E0,-2.791654170E-1,7.941248268E-2
2.765221744E1,1.058018565E0,-2.889392674E-1,7.757988572E-2
2.765423157E1,1.037860036E0,-2.926044464E-1,7.880161703E-2
2.765621518E1,9.993755221E-1,-2.987131178E-1,8.002334833E-2
2.765825982E1,9.590584636E-1,-3.054326177E-1,8.063421398E-2
2.766021292E1,9.431759119E-1,-3.054326177E-1,8.307767659E-2
2.766222704E1,9.059131742E-1,-3.115412891E-1,8.613199741E-2
2.766421065E1,8.729264140E-1,-3.237585723E-1,9.040805697E-2
2.766622478E1,8.564330935E-1,-3.280346394E-1,9.285151958E-2
2.766820839E1,8.234463334E-1,-3.463605940E-1,9.834930301E-2
2.767022251E1,7.935139537E-1,-3.671300113E-1,1.056796908E-1
2.767220612E1,7.684684992E-1,-3.897320330E-1,1.172861308E-1
2.767422025E1,7.550294399E-1,-4.025602043E-1,1.185078546E-1
