"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.188558319E1,7.118647099E-1,7.993822098E0,6.416952133E0
2.188789793E1,6.161518097E-1,7.891529083E0,6.440282345E0
2.189021267E1,5.198407173E-1,7.828119278E0,6.464210510E0
2.189252746E1,4.241278172E-1,7.764709473E0,6.497709751E0
2.189484220E1,3.421736360E-1,7.720442295E0,6.525825500E0
2.189715694E1,2.512463629E-1,7.661818027E0,6.559325218E0
2.189947168E1,1.405783296E-1,7.607381344E0,6.592824459E0
2.190178642E1,5.443671346E-2,7.587640762E0,6.645466805E0
2.190410116E1,-1.794617064E-2,7.576872826E0,6.698108673E0
2.190641590E1,-7.537391037E-2,7.547560692E0,6.731608391E0
2.190873064E1,-1.429711580E-1,7.542177200E0,6.755536556E0
2.191104538E1,-2.051845491E-1,7.527221680E0,6.745965004E0
2.191336017E1,-2.249253243E-1,7.536793232E0,6.741179466E0
2.191567491E1,-2.727817893E-1,7.551149845E0,6.726822853E0
2.191798965E1,-2.919243574E-1,7.575676441E0,6.678966045E0
2.192030439E1,-3.020938635E-1,7.604390144E0,6.674180508E0
2.192261913E1,-3.403790295E-1,7.604390144E0,6.655037880E0
2.192493387E1,-3.308077157E-1,7.643273830E0,6.650850773E0
2.192724861E1,-3.164508045E-1,7.662416458E0,6.631708145E0
2.192956335E1,-3.116651475E-1,7.701299667E0,6.636493683E0
2.193187809E1,-3.122633696E-1,7.715656757E0,6.655636311E0
2.193419288E1,-2.979064286E-1,7.764111042E0,6.675376892E0
2.193650762E1,-2.883351147E-1,7.817351341E0,6.708876610E0
2.193882236E1,-2.889333367E-1,7.865208149E0,6.723831654E0
2.194113710E1,-3.182454109E-1,7.908876896E0,6.747759819E0
2.194345184E1,-2.799602449E-1,7.942376614E0,6.777071953E0
2.194576658E1,-2.416750938E-1,7.986045361E0,6.791429043E0
2.194808132E1,-2.273181528E-1,7.996214867E0,6.781857491E0
2.195039606E1,-1.938186288E-1,8.025527000E0,6.767500877E0
2.195271080E1,-1.597209126E-1,8.039883614E0,6.762714863E0
2.195502559E1,-1.405783296E-1,8.054839134E0,6.738786697E0
2.195734033E1,-1.070788130E-1,8.045268059E0,6.700501442E0
2.195965507E1,-8.315058798E-2,8.036294937E0,6.681358814E0
2.196196981E1,-2.512463741E-2,8.041678429E0,6.628716946E0
2.196428455E1,1.854437590E-2,8.022536278E0,6.565905571E0
2.196659928E1,8.075776696E-2,8.033304214E0,6.503692150E0
2.196891402E1,1.004985496E-1,8.038687706E0,6.412764549E0
2.197122877E1,1.441675574E-1,8.029714584E0,6.263213158E0
2.197354356E1,1.824527234E-1,8.025527000E0,6.157928944E0
2.197585830E1,2.069791555E-1,8.021938324E0,6.004190445E0
2.197817304E1,2.213360965E-1,8.036892891E0,5.851049423E0
2.198048778E1,2.554338276E-1,8.052446365E0,5.717051506E0
2.198280252E1,2.745763958E-1,8.072785378E0,5.587839127E0
2.198511725E1,2.943171859E-1,8.078168869E0,5.477170944E0
2.198743199E1,2.991028428E-1,8.097909927E0,5.386243820E0
2.198974673E1,3.326023519E-1,8.093722343E0,5.304887772E0
2.199206152E1,3.571287692E-1,8.108677864E0,5.257031441E0
2.199437626E1,3.858426511E-1,8.103892326E0,5.242674351E0
2.199669100E1,4.145565331E-1,8.108677864E0,5.242674351E0
2.199900574E1,4.534398913E-1,8.075178146E0,5.266004562E0
2.200132048E1,4.917250574E-1,8.065607071E0,5.299503803E0
2.200363522E1,5.252245665E-1,8.041678429E0,5.352146149E0
2.200594996E1,6.029912829E-1,8.051250458E0,5.443671703E0
2.200826470E1,6.604190469E-1,8.026723862E0,5.529813290E0
2.201057944E1,6.460621357E-1,7.992625713E0,5.611168861E0
2.201289423E1,6.843472719E-1,7.968099594E0,5.711667538E0
2.201520897E1,7.375875711E-1,7.938787460E0,5.797809124E0
2.201752371E1,7.710871100E-1,7.890332699E0,5.903093338E0
2.201983845E1,8.482556343E-1,7.880761147E0,5.998806477E0
2.202215319E1,8.769695163E-1,7.856235027E0,6.080162525E0
2.202446793E1,9.152546525E-1,7.837092400E0,6.137589931E0
2.202678267E1,9.487541914E-1,7.831708431E0,6.185446739E0
2.202909746E1,9.535398483E-1,7.807780266E0,6.247660160E0
2.203141220E1,9.678967595E-1,7.797610760E0,6.305685997E0
2.203372694E1,9.631111026E-1,7.831708431E0,6.320042610E0
2.203604168E1,9.822536707E-1,7.836493969E0,6.339185238E0
2.203835642E1,9.774680734E-1,7.816753387E0,6.372684956E0
2.204067116E1,1.010967612E0,7.846065521E0,6.372684956E0
2.204298590E1,1.010967612E0,7.860422611E0,6.363113403E0
2.204530064E1,1.001396298E0,7.894520283E0,6.344569206E0
2.204761538E1,9.822536707E-1,7.904091358E0,6.344569206E0
2.204993017E1,9.720842242E-1,7.923233986E0,6.306283951E0
2.205224491E1,9.385846853E-1,7.928019524E0,6.282355785E0
2.205455965E1,9.385846853E-1,7.942974567E0,6.214758396E0
2.205687439E1,9.146564603E-1,7.952546120E0,6.190830231E0
2.205918913E1,9.242277741E-1,7.942974567E0,6.142973900E0
2.206150387E1,9.146564603E-1,7.938787460E0,6.061019897E0
2.206381861E1,8.955138922E-1,7.934001446E0,6.017949104E0
2.206613335E1,8.961120844E-1,7.924430370E0,5.950950146E0
2.206844814E1,9.008977413E-1,7.900502205E0,5.912066460E0
2.207076288E1,8.865407705E-1,7.881359577E0,5.873781204E0
2.207307762E1,8.919246197E-1,7.857431412E0,5.830710411E0
2.207539236E1,8.871390224E-1,7.847859859E0,5.792425632E0
2.207770710E1,9.014959335E-1,7.843074322E0,5.773283005E0
2.208002184E1,8.919246197E-1,7.819146156E0,5.729613781E0
2.208233658E1,8.727820516E-1,7.814360619E0,5.681757450E0
2.208465132E1,8.344969153E-1,7.775477409E0,5.681757450E0
2.208696611E1,8.303094506E-1,7.756334782E0,5.657829285E0
2.208928085E1,7.920243144E-1,7.707880020E0,5.633302689E0
2.209159559E1,7.489534616E-1,7.683353424E0,5.614160061E0
2.209391033E1,7.100701332E-1,7.668996811E0,5.595017433E0
2.209622507E1,6.861419082E-1,7.654639721E0,5.580660820E0
2.209853981E1,6.915257573E-1,7.591827869E0,5.551348686E0
2.210085455E1,6.723831892E-1,7.587042332E0,5.541777134E0
2.210316928E1,6.628118753E-1,7.552944660E0,5.503491879E0
2.210548403E1,6.436693072E-1,7.543373585E0,5.459823132E0
2.210779882E1,6.101697683E-1,7.533802032E0,5.450251579E0
2.211011356E1,5.760720372E-1,7.509275436E0,5.402395248E0
2.211242830E1,5.569294691E-1,7.485347271E0,5.416752338E0
2.211474304E1,5.330012441E-1,7.485347271E0,5.407180786E0
2.211705778E1,4.803591371E-1,7.460821152E0,5.397609711E0
2.211937252E1,4.612165689E-1,7.441080093E0,5.377869129E0
2.212168725E1,4.037888348E-1,7.416553974E0,5.377869129E0
2.212400199E1,3.607180119E-1,7.402196884E0,5.363512039E0
2.212631678E1,3.074777126E-1,7.377670288E0,5.325226784E0
2.212863153E1,2.644068897E-1,7.372884750E0,5.291727066E0
2.213094627E1,2.021935135E-1,7.324429989E0,5.238486767E0
2.213326100E1,1.686939895E-1,7.324429989E0,5.224130154E0
2.213557574E1,9.690931439E-2,7.299903870E0,5.185844898E0
2.213789048E1,7.298108935E-2,7.304689407E0,5.161916733E0
2.214020522E1,4.366901144E-2,7.319046497E0,5.161916733E0
2.214252002E1,1.495514158E-2,7.333403111E0,5.161916733E0
2.214483475E1,-4.307080805E-2,7.337590694E0,5.142175674E0
2.214714949E1,-7.178468257E-2,7.323233604E0,5.127819061E0
2.214946423E1,-1.100698411E-1,7.323233604E0,5.113461971E0
2.215177897E1,-1.627119333E-1,7.322635651E0,5.123033047E0
2.215409371E1,-2.063809484E-1,7.312466145E0,5.118247509E0
2.215640845E1,-2.255235314E-1,7.293323517E0,5.132604599E0
2.215872319E1,-2.350948304E-1,7.283154011E0,5.137390137E0
2.216103798E1,-2.350948304E-1,7.259225845E0,5.166702271E0
2.216335272E1,-2.297109663E-1,7.229913712E0,5.157131195E0
2.216566746E1,-2.201396823E-1,7.220342159E0,5.190630436E0
2.216798220E1,-1.866401732E-1,7.176673412E0,5.213960648E0
2.217029694E1,-1.190429255E-1,7.162316322E0,5.266602516E0
2.217261168E1,-6.161518395E-2,7.133004189E0,5.319244862E0
2.217492642E1,-3.589233849E-3,7.113861561E0,5.371886730E0
2.217724121E1,1.555334684E-2,7.084549427E0,5.462814331E0
2.217955595E1,4.905286431E-2,7.074379921E0,5.548955917E0
2.218187069E1,9.690931439E-2,7.074379921E0,5.663811207E0
2.218418543E1,1.160518974E-1,7.068996429E0,5.769693375E0
2.218650017E1,1.447657645E-1,7.049853802E0,5.851049423E0
2.218881491E1,1.782652885E-1,7.044469833E0,5.937191010E0
2.219112965E1,2.021935135E-1,7.034898758E0,5.999404430E0
2.219344439E1,2.650051117E-1,7.010372162E0,6.061617851E0
2.219575913E1,3.278166950E-1,6.981658459E0,6.109474182E0
2.219807392E1,4.091726840E-1,6.982256413E0,6.157330990E0
2.220038866E1,4.719842672E-1,6.982256413E0,6.176473618E0
2.220270340E1,5.102694035E-1,6.967899323E0,6.214758396E0
2.220501814E1,5.533402562E-1,6.972685337E0,6.243472576E0
2.220733288E1,5.533402562E-1,6.972685337E0,6.253043652E0
2.220964762E1,5.581258535E-1,6.992425919E0,6.253043652E0
2.221196236E1,5.485545993E-1,6.987640381E0,6.253043652E0
2.221427715E1,5.437689424E-1,7.001997471E0,6.224329948E0
2.221659189E1,5.581258535E-1,7.016952515E0,6.200401783E0
2.221890663E1,5.437689424E-1,7.026523590E0,6.133402824E0
2.222122137E1,5.485545993E-1,7.051050186E0,6.071189404E0
2.222353611E1,5.629115105E-1,7.070790768E0,5.999404430E0
2.222585085E1,5.772684813E-1,7.085746288E0,5.908477306E0
2.222816559E1,5.922235847E-1,7.115656376E0,5.831906796E0
2.223048033E1,6.023930907E-1,7.140780926E0,5.755336761E0
2.223279512E1,5.916253924E-1,7.184450150E0,5.693123341E0
2.223510986E1,5.916253924E-1,7.213762283E0,5.611767292E0
2.223742460E1,6.065805554E-1,7.271788120E0,5.568696499E0
2.223973934E1,5.916253924E-1,7.320840836E0,5.521438122E0
2.224205408E1,5.916253924E-1,7.354938507E0,5.464010715E0
2.224436882E1,6.155536175E-1,7.432106972E0,5.444868088E0
2.224668356E1,6.299105883E-1,7.461419106E0,5.435894966E0
2.224899835E1,6.394818425E-1,7.514659405E0,5.431109428E0
2.225131309E1,6.293123364E-1,7.563114166E0,5.455635548E0
2.225362783E1,6.197410822E-1,7.577471256E0,5.450850010E0
2.225594257E1,6.149554253E-1,7.606184959E0,5.455635548E0
2.225825731E1,6.047859192E-1,7.615756035E0,5.460421085E0
2.226057205E1,5.802595019E-1,7.615756035E0,5.474778175E0
2.226288679E1,5.706881881E-1,7.600800991E0,5.508277893E0
2.226520153E1,5.754738450E-1,7.576872826E0,5.517848969E0
2.226751632E1,5.467599630E-1,7.537989616E0,5.536991596E0
2.226983106E1,5.132604837E-1,7.503293514E0,5.618347645E0
2.227214580E1,4.701896608E-1,7.459026337E0,5.684748173E0
2.227446054E1,4.079762697E-1,7.424330235E0,5.766104221E0
2.227677528E1,3.595215976E-1,7.404589653E0,5.848058701E0
2.227909002E1,2.973082066E-1,7.365108013E0,5.929414749E0
2.228140475E1,2.536391914E-1,7.335795879E0,5.996413708E0
2.228371949E1,2.249253243E-1,7.320242882E0,6.082555294E0
2.228603429E1,2.009970993E-1,7.310073376E0,6.139982700E0
2.228834903E1,1.908276081E-1,7.305287361E0,6.216553211E0
2.229066376E1,1.956132501E-1,7.304689407E0,6.284150600E0
2.229297850E1,1.956132501E-1,7.319046497E0,6.370890141E0
2.229529324E1,1.812563092E-1,7.313662529E0,6.433103561E0
2.229760798E1,1.854437590E-1,7.332805157E0,6.519245148E0
2.229992272E1,1.902294010E-1,7.351349354E0,6.591628075E0
2.230223746E1,1.609173268E-1,7.360920429E0,6.682555676E0
2.230455225E1,1.657029688E-1,7.389634609E0,6.735197544E0
2.230686699E1,1.220339537E-1,7.412964344E0,6.774080753E0
2.230918173E1,1.028913707E-1,7.436892986E0,6.821937561E0
2.231149647E1,8.315058798E-2,7.441678524E0,6.865008354E0
2.231381121E1,9.272187948E-2,7.445865631E0,6.922435760E0
2.231612595E1,7.357929647E-2,7.474579811E0,6.946962357E0
2.231844069E1,9.272187948E-2,7.489534855E0,6.956533432E0
2.232075548E1,8.793623000E-2,7.508677483E0,6.966104984E0
2.232307022E1,8.793623000E-2,7.508677483E0,6.970890522E0
2.232538496E1,8.733802289E-2,7.523034573E0,6.970890522E0
2.232769970E1,9.212367237E-2,7.523034573E0,6.999604225E0
2.233001444E1,8.733802289E-2,7.527820110E0,7.028318405E0
2.233232918E1,9.690931439E-2,7.542177200E0,7.086344242E0
2.233464392E1,8.255238086E-2,7.532007694E0,7.105486870E0
2.233695866E1,8.255238086E-2,7.517650604E0,7.143772125E0
2.233927345E1,6.819544733E-2,7.527221680E0,7.153343201E0
2.234158819E1,5.324030295E-2,7.531409264E0,7.191628456E0
2.234390293E1,3.888336942E-2,7.502097130E0,7.229913712E0
2.234621767E1,1.974078640E-2,7.492526054E0,7.244270325E0
2.234853241E1,5.982056609E-4,7.472784996E0,7.249056339E0
2.235084715E1,-3.589233849E-3,7.453642368E0,7.219744205E0
2.235316189E1,-3.768695518E-2,7.438687325E0,7.224529743E0
2.235547668E1,-7.597211748E-2,7.433901787E0,7.195816040E0
2.235779142E1,-8.015955985E-2,7.409973621E0,7.119245529E0
2.236010616E1,-9.930214286E-2,7.420143127E0,7.042675018E0
2.236242090E1,-1.280160099E-1,7.410571575E0,6.994818687E0
2.236473564E1,-1.573280841E-1,7.434499741E0,6.937391281E0
2.236705038E1,-1.668993831E-1,7.425527096E0,6.850651264E0
2.236936517E1,-1.615155339E-1,7.415955544E0,6.769295216E0
2.237167991E1,-1.615155339E-1,7.426125050E0,6.721438885E0
2.237399465E1,-1.471585929E-1,7.460222721E0,6.673582554E0
2.237630939E1,-1.567298770E-1,7.489534855E0,6.606583118E0
2.237862413E1,-1.375873089E-1,7.514061451E0,6.558726788E0
2.238093887E1,-1.328016520E-1,7.548159122E0,6.525227547E0
2.238325361E1,-1.477568001E-1,7.591827869E0,6.458826542E0
2.238556835E1,-1.668993831E-1,7.640282631E0,6.401398659E0
2.238788309E1,-1.716850251E-1,7.694121361E0,6.320042610E0
2.239019788E1,-2.009970993E-1,7.747361660E0,6.257231236E0
2.239251262E1,-2.201396823E-1,7.791030407E0,6.175875187E0
2.239482736E1,-2.542374134E-1,7.849056244E0,6.114260197E0
2.239714210E1,-2.829512656E-1,7.897511005E0,6.056832314E0
2.239945684E1,-3.068794906E-1,7.926823139E0,5.989833355E0
2.240177158E1,-3.218346536E-1,7.965706348E0,5.927619934E0
2.240408637E1,-3.409772217E-1,8.004590034E0,5.851049423E0
2.240640111E1,-3.457628787E-1,8.038687706E0,5.794219971E0
2.240871585E1,-3.696911037E-1,8.067999840E0,5.712863922E0
2.241103059E1,-3.888336718E-1,8.087740898E0,5.630909920E0
2.241334533E1,-4.325026870E-1,8.150551796E0,5.521438122E0
2.241566007E1,-4.516452849E-1,8.185248375E0,5.401797295E0
2.241797481E1,-5.096712112E-1,8.224131584E0,5.286941528E0
2.242028960E1,-5.485545993E-1,8.263612747E0,5.181657314E0
2.242260434E1,-5.868397355E-1,8.312067986E0,5.070989609E0
2.242491908E1,-6.305087805E-1,8.350951195E0,4.965705395E0
2.242723382E1,-6.735795736E-1,8.394619942E0,4.927420139E0
2.242954856E1,-7.459624410E-1,8.432905197E0,4.874777794E0
2.243186330E1,-7.944171429E-1,8.461619377E0,4.865804672E0
2.243417804E1,-8.183453679E-1,8.485547066E0,4.899304390E0
2.243649278E1,-8.428717852E-1,8.490332603E0,4.942375183E0
2.243880757E1,-8.668000102E-1,8.475378036E0,4.985445976E0
2.244112231E1,-8.811569214E-1,8.416753769E0,5.066802025E0
2.244343705E1,-8.763712645E-1,8.372486115E0,5.172684193E0
2.244575179E1,-8.566305041E-1,8.299505234E0,5.287539959E0
2.244806652E1,-7.938188910E-1,8.206783295E0,5.444868088E0
2.245038126E1,-7.363911867E-1,8.105088234E0,5.617151260E0
2.245269600E1,-6.735795736E-1,7.993224144E0,5.788836002E0
2.245501080E1,-5.814558864E-1,7.881958008E0,5.985047817E0
2.245732554E1,-4.893322289E-1,7.755736351E0,6.199803352E0
2.245964028E1,-3.834498227E-1,7.633702278E0,6.468397617E0
2.246195502E1,-2.775674164E-1,7.532007694E0,6.731608391E0
2.246426975E1,-1.908276081E-1,7.420143127E0,6.975676060E0
2.246657163E1,-9.930214286E-2,7.317849636E0,7.253243446E0
2.246889923E1,-3.708875179E-2,7.220342159E0,7.497311592E0
2.247121403E1,4.007977992E-2,7.131807804E0,7.707880020E0
2.247351585E1,1.076770201E-1,7.044469833E0,7.923233986E0
2.247584350E1,1.417747438E-1,6.942176819E0,8.085946083E0
2.247815824E1,1.944168359E-1,6.859624386E0,8.233702660E0
2.248046007E1,2.285145670E-1,6.767500877E0,8.348558426E0
2.248278772E1,2.721835673E-1,6.695117950E0,8.405387878E0
2.248510246E1,2.871387303E-1,6.627520561E0,8.424530029E0
2.248741725E1,2.632105052E-1,6.578467846E0,8.423932076E0
2.248973199E1,2.871387303E-1,6.559325218E0,8.409575462E0
2.249204673E1,3.068794906E-1,6.525825500E0,8.447860718E0
2.249436147E1,2.685943544E-1,6.486942291E0,8.467002869E0
2.249667621E1,2.153540403E-1,6.448058605E0,8.442476273E0
2.249899095E1,1.339980662E-1,6.428318024E0,8.375477791E0
2.250130569E1,4.307080805E-2,6.380461693E0,8.212167740E0
2.250362043E1,-7.178468257E-2,6.380461693E0,8.054241180E0
2.250593522E1,-1.633101404E-1,6.414559364E0,7.862815380E0
2.250824996E1,-2.542374134E-1,6.439085960E0,7.685148239E0
2.251056470E1,-3.026920557E-1,6.521637917E0,7.556533813E0
2.251287944E1,-3.798605800E-1,6.574878216E0,7.456035137E0
2.251519418E1,-4.666004181E-1,6.613163471E0,7.378866673E0
2.251750892E1,-5.533402562E-1,6.661618233E0,7.287939548E0
2.251982366E1,-6.933203340E-1,6.699903488E0,7.183253765E0
2.252213845E1,-7.842476368E-1,6.747759819E0,7.068397999E0
2.252445319E1,-8.518448472E-1,6.791429043E0,6.967899323E0
2.252676793E1,-9.481559992E-1,6.859624386E0,6.833901405E0
2.252908267E1,-9.672985673E-1,6.898507595E0,6.699903488E0
2.253139741E1,-9.625129104E-1,6.976872444E0,6.546762943E0
2.253371215E1,-9.529415965E-1,7.040282249E0,6.412764549E0
2.253602694E1,-9.535398483E-1,7.094120979E0,6.312864304E0
2.253834168E1,-9.583254457E-1,7.167700291E0,6.197410583E0
2.254065642E1,-9.924231768E-1,7.225726128E0,6.125626087E0
2.254297116E1,-1.021137118E0,7.293921471E0,6.044867992E0
2.254528590E1,-1.045663476E0,7.366304398E0,5.968297958E0
2.254760064E1,-1.050449133E0,7.424928665E0,5.901299000E0
2.254991538E1,-1.050449133E0,7.468597889E0,5.824728489E0
2.255223017E1,-1.036690354E0,7.546364307E0,5.777470112E0
2.255454491E1,-1.036690354E0,7.618747234E0,5.748756409E0
2.255685965E1,-9.984052777E-1,7.667799950E0,5.711069584E0
2.255917439E1,-9.601200819E-1,7.701898098E0,5.701498032E0
2.256148913E1,-9.218349457E-1,7.755138397E0,5.682355404E0
2.256380387E1,-8.691928387E-1,7.770093441E0,5.706283569E0
2.256611861E1,-8.021938205E-1,7.785048485E0,5.706882000E0
2.256843340E1,-7.393822074E-1,7.809575081E0,5.726024628E0
2.257074814E1,-6.675975323E-1,7.804789066E0,5.745167255E0
2.257306288E1,-5.904290080E-1,7.814958572E0,5.740381718E0
2.257537762E1,-5.228317380E-1,7.805387497E0,5.783452511E0
2.257769236E1,-4.217349887E-1,7.786843300E0,5.811567783E0
2.258000710E1,-3.014956415E-1,7.787441254E0,5.893522263E0
2.258232189E1,-2.147558331E-1,7.787441254E0,5.946164131E0
2.258463663E1,-1.238285750E-1,7.777870178E0,6.037091732E0
2.258695137E1,-2.751746029E-2,7.758727551E0,6.113661766E0
2.258926611E1,2.033899166E-2,7.739584923E0,6.190232277E0
2.259158085E1,9.272187948E-2,7.715058327E0,6.257231236E0
2.259389559E1,1.603191197E-1,7.686344624E0,6.315257072E0
2.259621033E1,2.033899277E-1,7.652844906E0,6.372086525E0
2.259852507E1,2.512463629E-1,7.652844906E0,6.381658077E0
2.260083986E1,2.757728100E-1,7.638488293E0,6.405586243E0
2.260315460E1,3.188436031E-1,7.633702278E0,6.410371780E0
2.260546934E1,3.236292601E-1,7.609774113E0,6.386443615E0
2.260778408E1,3.433700502E-1,7.619345665E0,6.372086525E0
2.261009882E1,3.427718580E-1,7.634300709E0,6.357729912E0
2.261241356E1,3.481557071E-1,7.639086246E0,6.329015732E0
2.261472830E1,3.332005441E-1,7.658228874E0,6.314659119E0
2.261704309E1,3.332005441E-1,7.658228874E0,6.281159401E0
2.261935783E1,3.044866920E-1,7.687541008E0,6.251847267E0
2.262167257E1,2.805584669E-1,7.692326546E0,6.227919102E0
2.262398731E1,2.709871531E-1,7.716853142E0,6.189633846E0
2.262630205E1,2.464607358E-1,7.755138397E0,6.185446739E0
2.262861679E1,2.081755698E-1,7.755138397E0,6.166304111E0
2.263093158E1,1.890329868E-1,7.764709473E0,6.156732559E0
2.263324632E1,1.788634956E-1,7.774280548E0,6.151947021E0
2.263556106E1,2.033899277E-1,7.779066563E0,6.132804394E0
2.263787580E1,2.129612118E-1,7.789236069E0,6.118447304E0
2.264019054E1,2.123630047E-1,7.813164234E0,6.137589931E0
2.264250528E1,2.608176768E-1,7.813762188E0,6.123233318E0
2.264482002E1,3.230310678E-1,7.832904816E0,6.171089649E0
2.264713481E1,3.858426511E-1,7.828119278E0,6.204588890E0
2.264944955E1,4.336991012E-1,7.847859859E0,6.228517532E0
2.265176429E1,4.863412082E-1,7.848458290E0,6.228517532E0
2.265407902E1,5.491527915E-1,7.848458290E0,6.257231236E0
2.265639376E1,5.635097623E-1,7.868198872E0,6.248258114E0
2.265870850E1,6.215356588E-1,7.868198872E0,6.262615204E0
2.266102330E1,6.502495408E-1,7.877770424E0,6.272784710E0
2.266333804E1,6.789634228E-1,7.883154392E0,6.291927338E0
2.266565278E1,6.454638839E-1,7.902296543E0,6.277570248E0
2.266796752E1,6.263213158E-1,7.897511005E0,6.253043652E0
2.267028225E1,5.826523304E-1,7.892127514E0,6.233901024E0
2.267259699E1,5.389832854E-1,7.877770424E0,6.180660725E0
2.267491173E1,4.911268353E-1,7.868198872E0,6.137589931E0
2.267722653E1,4.576273263E-1,7.868198872E0,6.113661766E0
2.267954126E1,4.336991012E-1,7.868198872E0,6.046662807E0
2.268185600E1,4.241278172E-1,7.839485168E0,5.989234924E0
2.268417074E1,4.193421602E-1,7.834699631E0,5.974878311E0
2.268648548E1,4.151547253E-1,7.810771465E0,5.950351715E0
2.268880022E1,4.247260094E-1,7.801199913E0,5.940780640E0
2.269111502E1,4.486542344E-1,7.786244869E0,5.974279881E0
2.269342975E1,4.342973232E-1,7.752147198E0,5.983851433E0
2.269574449E1,4.199403822E-1,7.722835064E0,6.031707764E0
2.269805923E1,3.912265003E-1,7.703094482E0,6.079564095E0
2.270037397E1,3.625126183E-1,7.688737392E0,6.093921185E0
2.270268871E1,3.236292601E-1,7.688138962E0,6.122634888E0
2.270500345E1,3.332005441E-1,7.688138962E0,6.175277233E0
2.270731824E1,2.614158690E-1,7.668398380E0,6.199205399E0
2.270963298E1,2.422732860E-1,7.667799950E0,6.203990936E0
2.271194772E1,1.986042857E-1,7.667799950E0,6.232704639E0
2.271426246E1,1.459621787E-1,7.638488293E0,6.218348026E0
2.271657720E1,9.810572863E-2,7.657032490E0,6.227919102E0
2.271889194E1,4.007977992E-2,7.637889862E0,6.223133564E0
2.272120668E1,2.093719877E-2,7.627720356E0,6.203990936E0
2.272352147E1,-3.649054468E-2,7.603193760E0,6.189633846E0
2.272583621E1,-6.520441920E-2,7.569694519E0,6.145965099E0
2.272815095E1,-1.034895778E-1,7.560122967E0,6.102894306E0
2.273046569E1,-1.274178028E-1,7.564908981E0,6.074180126E0
2.273278043E1,-1.513460279E-1,7.574480057E0,6.021538258E0
2.273509522E1,-1.800599098E-1,7.569694519E0,5.988038540E0
2.273740996E1,-2.135594189E-1,7.560122967E0,5.916254044E0
2.273972470E1,-2.620140910E-1,7.574480057E0,5.854040623E0
2.274203944E1,-3.146561682E-1,7.588837147E0,5.825326920E0
2.274435418E1,-3.678964674E-1,7.622934818E0,5.777470112E0
2.274666892E1,-4.259224236E-1,7.666005611E0,5.743970871E0
2.274898366E1,-4.881358147E-1,7.694719315E0,5.700900078E0
2.275129840E1,-5.754738450E-1,7.718647480E0,5.687141418E0
2.275361319E1,-6.287141442E-1,7.733004570E0,5.667998791E0
2.275592793E1,-7.154539824E-1,7.776075363E0,5.634499073E0
2.275824267E1,-7.920243144E-1,7.800003529E0,5.620141983E0
2.276055741E1,-8.356932998E-1,7.833503246E0,5.577669621E0
2.276287215E1,-8.739784956E-1,7.857431412E0,5.568098068E0
2.276518689E1,-9.224331379E-1,7.876574039E0,5.534598827E0
2.276750168E1,-9.607182741E-1,7.905886173E0,5.501099110E0
2.276981642E1,-9.804590940E-1,7.944170952E0,5.462814331E0
2.277213116E1,-9.948160052E-1,7.973483086E0,5.414957523E0
2.277444590E1,-9.756734371E-1,8.021938324E0,5.382056236E0
2.277676064E1,-9.469595551E-1,8.047062874E0,5.329414368E0
2.277907538E1,-9.134600163E-1,8.100302696E0,5.310271740E0
2.278139012E1,-8.751748800E-1,8.124829292E0,5.252843857E0
2.278370491E1,-8.416753411E-1,8.173882484E0,5.209773064E0
2.278601965E1,-7.890332937E-1,8.217551231E0,5.191228867E0
2.278833439E1,-7.459624410E-1,8.276773453E0,5.186442852E0
2.279064913E1,-6.837490797E-1,8.306085587E0,5.167300701E0
2.279296387E1,-6.406782866E-1,8.359326363E0,5.187041283E0
2.279527861E1,-5.688936114E-1,8.402995110E0,5.210969448E0
2.279759340E1,-4.480560422E-1,8.471190453E0,5.259424210E0
2.279990814E1,-3.427718580E-1,8.520243645E0,5.316852093E0
2.280222288E1,-1.794617027E-1,8.539983749E0,5.374279499E0
2.280453762E1,-1.794616925E-3,8.584251404E0,5.480162144E0
2.280685236E1,1.567298770E-1,8.603992462E0,5.580660820E0
2.280916710E1,3.200400174E-1,8.629117012E0,5.676971912E0
2.281148189E1,4.636093974E-1,8.663214684E0,5.777470112E0
2.281379663E1,6.035895348E-1,8.692526817E0,5.830112457E0
2.281611137E1,7.668996453E-1,8.678768158E0,5.911468506E0
2.281842611E1,8.967102766E-1,8.679366112E0,5.964110374E0
2.282074085E1,1.016949654E0,8.703892708E0,5.978467464E0
2.282305559E1,1.113260746E0,8.709874153E0,5.973681927E0
2.282537038E1,1.189831018E0,8.715258598E0,5.949753284E0
2.282768512E1,1.271785259E0,8.744570732E0,5.940182209E0
2.282999986E1,1.290927768E0,8.749954224E0,5.906682491E0
2.283231460E1,1.338784218E0,8.759525299E0,5.887540340E0
2.283462934E1,1.319641709E0,8.784051895E0,5.854040623E0
2.283694408E1,1.310070395E0,8.803194046E0,5.815755367E0
2.283925882E1,1.281356573E0,8.827720642E0,5.768496990E0
2.284157361E1,1.281356573E0,8.842078209E0,5.744568825E0
2.284388835E1,1.271785259E0,8.857032776E0,5.696712494E0
2.284620309E1,1.242473125E0,8.861818314E0,5.658427238E0
2.284851783E1,1.237687469E0,8.876773834E0,5.596213818E0
2.285083257E1,1.213759303E0,8.881559372E0,5.538187981E0
